Machine,Type,Machine ID,Timestamp,machine_id,force_applied,cycle_time,temperature,vibration_level,cycle_count,oil_pressure,die_alignment,sheet_thickness,power_consumption,noise_level,lubrication_flow_rate
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:21:43.809759+00:00,stamping_press_001,1737.5,10.9,89.2,0.62,28.0,4.4,aligned,2.4,7.2,80.0,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:22:04.058984+00:00,stamping_press_001,1273.6,3.2,78.9,0.74,568.0,1.0,aligned,4.9,17.8,9.9,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:22:23.979096+00:00,stamping_press_001,3818.2,11.4,40.7,0.44,1744.0,1.0,aligned,1.1,18.4,64.9,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:22:44.302916+00:00,stamping_press_001,4630.0,3.3,8.0,0.68,1398.0,0.6,aligned,4.9,19.5,7.9,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:23:03.922155+00:00,stamping_press_001,697.0,5.4,62.0,0.61,621.0,0.3,aligned,4.1,6.0,22.3,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:23:23.665503+00:00,stamping_press_001,3715.3,2.7,6.1,0.68,1634.0,4.2,aligned,0.5,19.5,87.6,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:23:44.242753+00:00,stamping_press_001,2263.3,14.7,5.6,0.6,690.0,2.3,aligned,2.3,16.7,11.0,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:24:04.112076+00:00,stamping_press_001,1192.5,0.3,83.4,0.61,1292.0,0.8,aligned,0.4,17.6,17.4,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:24:24.071761+00:00,stamping_press_001,3073.7,14.5,34.1,0.85,409.0,0.0,aligned,1.4,8.8,35.3,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:24:43.955590+00:00,stamping_press_001,2804.5,1.6,64.5,0.78,1009.0,1.3,aligned,2.5,19.5,96.3,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 11:25:03.741504+00:00,stamping_press_001,1497.8,4.4,66.7,0.59,21.0,3.2,aligned,4.7,19.3,63.3,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:10:46.768009+00:00,stamping_press_001,1322.8,14.6,85.4,0.36,1039.0,1.6,aligned,1.6,11.5,76.7,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:11:07.008781+00:00,stamping_press_001,398.9,17.9,33.1,0.07,367.0,2.6,aligned,3.2,15.1,71.4,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:11:24.824148+00:00,stamping_press_001,3822.9,19.4,34.8,0.44,1044.0,2.4,aligned,3.0,12.0,14.5,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:11:44.916232+00:00,stamping_press_001,2388.3,19.3,37.4,0.69,735.0,3.2,aligned,3.5,8.0,37.3,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:12:04.727888+00:00,stamping_press_001,2110.6,3.5,33.3,0.65,1862.0,2.5,aligned,2.5,18.6,81.3,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:12:24.037889+00:00,stamping_press_001,789.3,14.2,33.7,0.09,511.0,1.8,aligned,4.9,1.6,26.2,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:12:44.613810+00:00,stamping_press_001,341.3,14.0,17.3,0.86,690.0,4.3,aligned,1.5,0.7,75.8,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:13:04.480564+00:00,stamping_press_001,3688.8,10.4,10.4,0.47,318.0,4.7,aligned,4.5,0.6,57.0,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:13:24.519403+00:00,stamping_press_001,1374.2,7.9,13.4,0.96,1263.0,2.5,aligned,4.0,0.5,81.0,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:13:44.615123+00:00,stamping_press_001,991.1,12.0,94.4,0.89,476.0,4.6,aligned,2.7,1.2,87.1,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:14:04.594575+00:00,stamping_press_001,3469.6,16.8,95.4,0.9,189.0,1.6,aligned,1.1,3.2,72.5,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:14:24.643055+00:00,stamping_press_001,4230.5,19.0,56.4,0.49,765.0,3.1,aligned,2.4,18.4,2.3,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:14:44.201798+00:00,stamping_press_001,3573.8,13.1,75.2,0.79,279.0,4.2,aligned,1.5,0.5,69.6,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:14:45.152342+00:00,stamping_press_001,2194.3,17.6,20.4,1.0,1316.0,4.2,aligned,1.0,11.5,17.2,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:36:43.515781+00:00,stamping_press_001,3331.4,17.7,88.0,0.37,1907.0,4.7,aligned,0.6,14.0,85.4,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:37:05.370072+00:00,stamping_press_001,2200.4,10.6,98.1,0.04,353.0,1.0,aligned,3.3,15.3,0.4,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:37:25.472900+00:00,stamping_press_001,1809.3,3.5,0.7,0.66,607.0,4.8,aligned,2.6,15.8,69.2,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:37:43.552439+00:00,stamping_press_001,1366.2,16.4,64.5,0.54,1061.0,3.7,aligned,3.5,9.1,29.5,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:38:07.276891+00:00,stamping_press_001,4238.6,16.0,89.4,0.57,1609.0,3.2,aligned,0.9,11.6,42.4,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:38:26.166557+00:00,stamping_press_001,2329.9,3.7,3.9,0.47,387.0,3.2,aligned,4.2,3.6,36.6,0.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:39:25.444323+00:00,stamping_press_001,3066.7,10.9,34.5,0.95,1618.0,1.0,aligned,2.9,6.8,21.5,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:39:30.319455+00:00,stamping_press_001,4987.1,16.6,84.4,0.27,1011.0,3.4,aligned,3.5,16.4,67.0,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:42:57.365092+00:00,stamping_press_001,4307.9,18.7,73.4,0.06,122.0,3.9,aligned,2.3,1.9,88.5,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:42:57.537004+00:00,stamping_press_001,2785.0,0.9,34.5,0.49,683.0,1.9,aligned,0.6,0.9,59.4,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:43:38.751461+00:00,stamping_press_001,114.6,6.3,35.8,0.98,1433.0,2.9,aligned,1.6,11.3,26.2,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:43:39.391739+00:00,stamping_press_001,1134.9,18.1,11.8,0.35,931.0,1.0,aligned,2.1,1.3,42.9,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:44:20.697262+00:00,stamping_press_001,3573.9,1.9,31.8,0.33,187.0,3.2,aligned,1.1,19.6,66.7,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:44:21.599533+00:00,stamping_press_001,4468.1,1.5,9.8,0.5,453.0,1.5,aligned,0.5,7.5,24.6,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:44:21.975744+00:00,stamping_press_001,3425.5,2.1,41.9,0.75,1528.0,1.8,aligned,3.4,12.2,31.3,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:45:03.855739+00:00,stamping_press_001,1409.5,13.7,75.8,0.02,1564.0,2.2,aligned,2.3,15.8,26.9,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:45:04.697382+00:00,stamping_press_001,4224.7,6.5,38.4,0.49,1466.0,1.8,aligned,2.1,11.4,98.5,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:45:43.576905+00:00,stamping_press_001,4594.6,6.8,88.0,0.68,74.0,3.0,aligned,4.2,7.9,1.3,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:45:45.692391+00:00,stamping_press_001,2331.2,20.0,41.7,0.2,441.0,4.2,aligned,2.6,7.9,81.2,0.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:46:26.864288+00:00,stamping_press_001,3868.8,4.6,17.5,0.04,197.0,0.2,aligned,1.9,17.2,5.9,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:47:08.517767+00:00,stamping_press_001,3367.0,12.5,36.4,0.48,1054.0,2.1,aligned,4.3,18.1,6.4,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:47:08.733006+00:00,stamping_press_001,2391.5,18.9,91.1,0.6,880.0,2.6,aligned,2.6,4.7,34.5,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:47:51.533285+00:00,stamping_press_001,358.2,18.9,21.4,0.63,100.0,2.8,aligned,1.8,16.5,41.6,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:47:52.322369+00:00,stamping_press_001,3246.4,4.3,27.1,0.69,1433.0,2.9,aligned,4.2,0.2,59.2,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:48:32.954471+00:00,stamping_press_001,1471.4,17.5,92.8,0.16,984.0,4.1,aligned,4.7,8.0,40.9,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:48:34.129567+00:00,stamping_press_001,4850.4,15.0,34.7,0.17,1344.0,2.5,aligned,3.1,2.5,95.1,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:49:15.315910+00:00,stamping_press_001,2745.9,3.9,98.5,0.93,1966.0,3.7,aligned,2.9,6.9,58.6,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:49:15.793222+00:00,stamping_press_001,1545.4,17.5,7.7,0.48,1528.0,1.1,aligned,3.7,0.5,48.3,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:49:56.739715+00:00,stamping_press_001,3307.7,4.4,92.5,0.78,1181.0,3.3,aligned,3.0,10.8,48.5,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:49:58.379072+00:00,stamping_press_001,887.6,16.8,94.6,0.16,1309.0,2.3,aligned,1.8,4.0,60.4,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:50:39.117798+00:00,stamping_press_001,2776.1,12.4,61.6,0.43,875.0,4.2,aligned,4.0,8.5,72.3,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:50:40.389973+00:00,stamping_press_001,1744.8,1.4,91.1,0.17,781.0,2.6,aligned,2.4,3.6,97.5,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:50:40.624034+00:00,stamping_press_001,1009.0,2.1,88.3,0.76,783.0,0.1,aligned,1.9,19.7,37.0,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:51:21.424409+00:00,stamping_press_001,3588.8,8.3,77.1,0.07,1172.0,2.1,aligned,4.1,9.7,94.4,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:52:01.771535+00:00,stamping_press_001,2213.7,3.5,21.7,0.06,1673.0,1.3,aligned,4.1,16.9,49.5,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:52:03.462365+00:00,stamping_press_001,995.1,14.4,60.9,0.15,1580.0,5.0,aligned,3.1,8.2,20.0,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:52:03.950431+00:00,stamping_press_001,4032.9,9.2,0.2,0.54,202.0,2.1,aligned,2.5,5.9,95.4,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:52:45.287896+00:00,stamping_press_001,2083.7,9.0,60.9,0.26,1767.0,4.9,aligned,2.3,6.4,78.3,0.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:52:46.079860+00:00,stamping_press_001,3834.4,5.3,85.1,0.88,1663.0,2.2,aligned,2.0,18.2,46.8,2.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:53:26.985317+00:00,stamping_press_001,4115.4,15.7,12.3,0.11,785.0,1.8,aligned,3.4,9.2,28.1,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:53:27.653611+00:00,stamping_press_001,2863.9,3.1,15.5,0.15,96.0,4.0,aligned,2.0,9.3,60.9,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:54:09.209081+00:00,stamping_press_001,277.6,5.5,70.9,0.61,253.0,0.2,aligned,3.9,12.4,95.2,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:54:10.179160+00:00,stamping_press_001,4026.9,19.3,57.9,0.79,1288.0,4.2,aligned,0.4,2.6,52.7,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:54:51.085894+00:00,stamping_press_001,3290.6,10.3,62.7,0.44,1069.0,4.2,aligned,1.8,6.1,45.3,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:54:52.373620+00:00,stamping_press_001,3192.5,17.2,28.0,0.59,824.0,2.0,aligned,1.2,14.0,13.1,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:55:32.722196+00:00,stamping_press_001,3932.4,19.5,1.9,0.62,813.0,1.2,aligned,1.6,15.7,65.3,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:55:34.339333+00:00,stamping_press_001,2311.4,1.3,21.0,0.3,1999.0,4.9,aligned,2.7,7.1,69.2,2.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:56:15.795416+00:00,stamping_press_001,787.7,5.2,19.6,0.66,743.0,4.6,aligned,2.2,8.8,32.3,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:56:16.159381+00:00,stamping_press_001,3072.0,11.1,95.3,0.55,1317.0,2.6,aligned,2.9,1.5,44.4,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:56:57.112997+00:00,stamping_press_001,4078.9,0.6,89.0,0.45,1498.0,4.0,aligned,3.0,7.4,87.6,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:56:57.579598+00:00,stamping_press_001,4426.4,4.1,42.1,0.74,421.0,3.9,aligned,3.3,1.1,13.1,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:56:58.023414+00:00,stamping_press_001,224.3,0.3,14.2,0.22,678.0,0.3,aligned,3.4,10.3,56.4,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:57:40.745944+00:00,stamping_press_001,2899.1,3.5,45.6,0.25,1583.0,4.1,aligned,2.7,4.4,92.5,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:58:20.997883+00:00,stamping_press_001,1636.5,5.4,46.6,0.52,278.0,3.8,aligned,0.6,2.2,60.9,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:58:21.591561+00:00,stamping_press_001,319.4,2.2,98.3,0.8,1573.0,2.4,aligned,0.3,8.2,92.0,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:59:04.182600+00:00,stamping_press_001,4459.6,19.9,70.1,0.14,384.0,4.3,aligned,0.3,1.4,70.0,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:59:04.418204+00:00,stamping_press_001,1904.2,2.3,16.8,0.28,25.0,1.6,aligned,2.7,2.1,6.3,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:59:04.555621+00:00,stamping_press_001,3550.6,11.4,45.5,0.07,1668.0,3.5,aligned,4.3,3.5,31.8,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:59:44.148507+00:00,stamping_press_001,1526.0,11.2,8.9,0.07,64.0,1.5,aligned,1.4,11.6,99.5,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 16:59:44.723573+00:00,stamping_press_001,3611.8,18.5,11.4,0.66,1601.0,3.4,aligned,1.1,6.9,47.9,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:00:27.774700+00:00,stamping_press_001,2199.5,7.0,36.5,0.69,1653.0,5.0,aligned,1.3,4.2,7.8,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:01:09.792920+00:00,stamping_press_001,987.7,1.2,17.8,0.53,1850.0,3.6,aligned,4.7,13.5,45.7,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:01:10.202627+00:00,stamping_press_001,1651.4,17.0,53.1,0.67,1081.0,3.6,aligned,1.5,9.9,43.6,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:01:51.696079+00:00,stamping_press_001,651.9,13.0,65.6,0.03,614.0,2.1,aligned,3.7,18.5,5.4,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:01:52.600709+00:00,stamping_press_001,1437.8,11.1,25.3,0.77,1356.0,4.2,aligned,3.7,9.1,60.1,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:02:33.077784+00:00,stamping_press_001,2868.2,3.4,91.8,0.98,451.0,3.1,aligned,0.2,15.4,36.8,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:02:33.860259+00:00,stamping_press_001,435.0,13.5,54.7,0.84,1373.0,2.9,aligned,3.0,11.7,1.7,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:03:15.098645+00:00,stamping_press_001,4960.3,15.0,73.8,0.57,1818.0,3.1,aligned,1.2,1.0,89.6,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:03:16.100814+00:00,stamping_press_001,501.2,5.6,79.8,0.4,915.0,3.3,aligned,2.4,6.5,50.8,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:03:57.434681+00:00,stamping_press_001,1081.5,13.5,56.7,0.21,1149.0,0.1,aligned,0.3,17.2,89.7,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:03:58.724247+00:00,stamping_press_001,4294.0,5.6,87.7,0.48,1378.0,0.0,aligned,1.7,4.1,59.6,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:04:39.625105+00:00,stamping_press_001,2227.0,10.2,62.5,0.65,1534.0,3.4,aligned,0.6,2.0,77.3,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:04:40.136029+00:00,stamping_press_001,2851.8,7.9,18.7,0.35,837.0,4.0,aligned,2.2,19.2,64.1,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:05:22.123830+00:00,stamping_press_001,2889.7,0.6,10.9,0.71,139.0,3.0,aligned,0.9,2.6,69.7,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:05:23.906869+00:00,stamping_press_001,111.5,12.1,58.8,0.56,1937.0,2.8,aligned,0.8,2.5,93.1,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:06:04.831737+00:00,stamping_press_001,3395.2,2.7,20.3,0.81,1623.0,1.7,aligned,0.6,1.4,18.4,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:06:05.058344+00:00,stamping_press_001,3111.8,1.1,27.0,0.75,646.0,2.4,aligned,4.6,0.5,77.6,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:06:45.589939+00:00,stamping_press_001,886.6,10.7,20.9,0.78,1539.0,1.8,aligned,1.9,0.7,3.0,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:06:46.374973+00:00,stamping_press_001,2282.5,16.0,41.7,0.01,234.0,2.9,aligned,0.4,16.0,9.5,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:06:46.619079+00:00,stamping_press_001,1977.7,15.3,44.8,0.37,275.0,4.1,aligned,4.8,12.4,16.3,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:07:26.439911+00:00,stamping_press_001,4452.6,13.0,40.8,0.64,1699.0,3.4,aligned,2.5,4.2,26.3,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:07:27.219258+00:00,stamping_press_001,839.1,10.5,55.4,0.8,962.0,3.8,aligned,0.4,10.4,6.5,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:08:10.177189+00:00,stamping_press_001,1632.0,17.8,37.8,0.13,1027.0,3.8,aligned,2.4,9.2,77.0,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:08:10.728534+00:00,stamping_press_001,3653.9,5.4,74.9,0.2,380.0,3.9,aligned,3.1,19.8,69.6,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:08:51.412771+00:00,stamping_press_001,4064.1,8.6,85.9,0.33,794.0,2.4,aligned,0.9,19.5,88.5,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:08:52.309810+00:00,stamping_press_001,366.2,16.9,97.7,0.5,256.0,2.2,aligned,1.4,12.4,27.6,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:09:33.789877+00:00,stamping_press_001,3735.9,16.0,51.7,0.8,503.0,2.7,aligned,0.7,11.1,46.4,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:09:34.744088+00:00,stamping_press_001,2448.0,5.2,30.9,0.82,921.0,1.2,aligned,2.0,16.7,81.3,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:10:15.296270+00:00,stamping_press_001,3985.6,1.4,67.5,0.69,1604.0,2.5,aligned,2.9,19.3,56.3,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:10:16.609577+00:00,stamping_press_001,32.1,1.2,68.3,0.55,1654.0,3.3,aligned,1.9,3.8,62.2,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:10:57.367712+00:00,stamping_press_001,4675.7,9.5,28.3,0.51,1512.0,2.2,aligned,2.6,0.8,45.8,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:10:57.982448+00:00,stamping_press_001,3941.3,0.5,18.0,0.59,1059.0,0.9,aligned,2.2,5.3,49.1,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:11:40.340920+00:00,stamping_press_001,4239.4,7.6,47.1,0.23,11.0,3.4,aligned,4.9,16.0,28.4,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:11:40.581321+00:00,stamping_press_001,2308.1,0.1,67.4,0.86,632.0,1.1,aligned,3.0,8.8,62.9,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:12:22.228986+00:00,stamping_press_001,3624.0,2.8,34.5,0.39,1095.0,4.8,aligned,1.9,16.7,30.4,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:12:23.351437+00:00,stamping_press_001,914.2,18.2,81.6,0.59,152.0,2.9,aligned,2.3,17.8,75.9,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:12:23.420966+00:00,stamping_press_001,4935.9,9.0,90.3,0.79,1495.0,4.2,aligned,0.9,14.2,17.5,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:13:04.836184+00:00,stamping_press_001,2059.9,18.5,55.5,0.66,1893.0,1.3,aligned,4.9,14.4,32.1,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:13:44.575107+00:00,stamping_press_001,1841.0,9.3,13.1,0.09,1907.0,3.4,aligned,4.4,19.6,94.4,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:13:44.937165+00:00,stamping_press_001,3005.3,15.1,9.2,0.87,314.0,4.3,aligned,0.5,13.5,59.7,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:13:46.530770+00:00,stamping_press_001,688.1,0.0,77.8,0.79,579.0,1.2,aligned,3.3,8.4,26.4,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:14:28.856669+00:00,stamping_press_001,1184.2,7.2,83.8,0.6,1381.0,3.7,aligned,0.3,14.5,7.5,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:14:28.942295+00:00,stamping_press_001,3263.2,17.3,28.3,0.61,1726.0,1.2,aligned,3.3,14.9,96.7,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:15:10.185910+00:00,stamping_press_001,3906.3,2.5,49.1,0.37,110.0,3.4,aligned,4.8,8.3,3.9,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:15:10.668204+00:00,stamping_press_001,3599.2,14.1,98.7,0.53,1156.0,4.2,aligned,1.7,17.8,48.0,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:15:50.633558+00:00,stamping_press_001,1722.4,18.5,34.6,0.54,298.0,2.9,aligned,2.6,6.2,64.5,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:15:52.112936+00:00,stamping_press_001,4449.0,15.1,3.8,0.66,49.0,0.8,aligned,4.8,6.0,89.0,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:15:52.495411+00:00,stamping_press_001,3980.5,1.0,7.0,0.58,1893.0,3.7,aligned,2.7,12.5,11.3,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:16:35.318220+00:00,stamping_press_001,3007.9,6.4,83.0,0.63,1556.0,4.6,aligned,1.8,4.3,64.5,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:17:14.653381+00:00,stamping_press_001,2714.1,19.5,57.7,0.27,1400.0,1.7,aligned,2.3,18.1,32.0,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:17:15.733996+00:00,stamping_press_001,918.8,0.4,44.2,0.03,656.0,1.6,aligned,4.9,4.3,75.7,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 17:17:16.469604+00:00,stamping_press_001,2443.7,17.5,48.2,0.48,1550.0,3.4,aligned,2.1,3.2,15.4,1.3
