Machine,Type,Machine ID,Timestamp,machine_id,vibration_level,power_consumption,weld_temperature,weld_current,weld_voltage,weld_time,pressure_applied,wire_feed_rate,gas_flow_rate,weld_strength_estimate,x,y,z
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:50:38.549450+00:00,welding_robot_006,0.39,1.7,552.7,231.8,1.1,242.0,1462.7,8.7,26.6,2145.3,74.7,174.2,6.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:50:40.803782+00:00,welding_robot_006,0.08,9.4,142.6,243.1,33.3,877.0,828.0,1.3,48.4,3187.2,195.4,160.8,114.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:51:21.070333+00:00,welding_robot_006,0.16,6.4,1088.4,100.6,10.3,40.0,556.9,6.1,49.6,1539.7,100.1,156.4,98.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:51:21.930124+00:00,welding_robot_006,0.28,9.3,230.9,196.9,9.8,911.0,1419.6,6.1,38.0,3440.0,108.7,36.4,21.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:51:22.367016+00:00,welding_robot_006,0.67,0.6,1394.3,32.5,47.8,386.0,1492.8,4.2,41.6,1414.2,100.3,156.1,9.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:52:04.416192+00:00,welding_robot_006,0.72,0.6,363.7,164.3,2.9,14.0,1331.7,6.4,14.2,2417.4,52.2,140.3,165.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:52:43.814887+00:00,welding_robot_006,0.18,4.0,929.2,66.1,45.2,969.0,1531.2,1.7,50.0,4875.0,149.4,181.6,131.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:52:46.241828+00:00,welding_robot_006,0.81,8.4,1534.6,26.9,45.0,421.0,229.3,5.6,49.5,3211.5,162.4,93.1,48.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:52:46.564051+00:00,welding_robot_006,0.81,7.6,1397.5,22.8,31.4,972.0,855.2,0.7,40.4,4969.3,32.9,120.3,177.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:53:28.018806+00:00,welding_robot_006,0.89,6.3,1674.1,237.7,20.9,1.0,1250.8,8.1,20.5,4482.9,149.0,74.4,186.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:53:28.178436+00:00,welding_robot_006,0.19,0.1,1991.9,191.3,47.7,212.0,219.8,9.8,2.7,1698.8,139.0,107.4,110.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:54:08.742331+00:00,welding_robot_006,0.87,0.2,554.5,290.1,34.0,730.0,1770.5,8.8,2.1,2577.8,172.5,138.6,14.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:54:10.048689+00:00,welding_robot_006,0.35,2.1,1445.7,116.7,47.9,845.0,496.1,1.6,14.9,1359.4,99.6,40.6,145.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:54:50.796148+00:00,welding_robot_006,0.78,7.3,537.9,134.7,31.8,38.0,876.8,0.4,3.2,253.8,90.6,142.1,181.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:54:51.413866+00:00,welding_robot_006,0.59,0.7,234.6,149.1,4.2,873.0,635.7,0.3,21.3,466.8,33.0,140.6,89.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:55:33.041444+00:00,welding_robot_006,0.69,0.6,1709.9,165.1,35.2,644.0,583.0,3.0,13.0,1783.8,177.0,19.2,184.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:55:34.019710+00:00,welding_robot_006,0.47,4.9,465.8,218.1,43.6,198.0,375.7,7.9,49.4,3157.5,106.9,45.6,35.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:56:14.771518+00:00,welding_robot_006,0.11,7.4,1967.7,279.9,19.4,776.0,604.1,7.8,34.6,3187.8,97.8,117.2,154.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:56:15.690779+00:00,welding_robot_006,0.05,3.6,1829.1,220.3,3.3,149.0,376.7,2.1,41.9,2791.2,196.9,55.6,133.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:56:58.325809+00:00,welding_robot_006,0.29,3.9,1870.8,115.3,10.7,878.0,194.0,0.1,17.8,4663.4,83.9,60.9,197.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:56:58.474052+00:00,welding_robot_006,0.37,8.6,1287.4,3.8,26.7,101.0,174.8,9.2,2.8,3858.6,54.4,124.8,55.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:57:39.207754+00:00,welding_robot_006,0.06,6.5,1910.4,287.6,16.4,545.0,795.5,4.9,15.8,3745.3,89.7,25.3,28.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:57:39.631614+00:00,welding_robot_006,0.38,4.8,1361.0,249.0,46.3,294.0,1583.8,7.2,42.7,1787.4,33.6,159.3,186.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:57:40.155868+00:00,welding_robot_006,0.18,9.6,1207.3,201.0,9.7,235.0,1323.5,3.4,21.4,4861.9,15.9,79.2,17.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:58:21.407861+00:00,welding_robot_006,0.06,4.6,439.7,217.6,26.9,43.0,1621.8,3.8,11.6,370.5,189.4,78.0,84.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:59:03.496566+00:00,welding_robot_006,0.95,9.5,1676.1,136.8,17.3,807.0,1069.9,6.1,16.8,4649.0,188.6,31.1,125.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:59:03.875794+00:00,welding_robot_006,0.98,9.0,79.0,64.0,11.2,214.0,440.4,3.8,24.6,4494.5,60.2,12.4,4.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:59:44.097449+00:00,welding_robot_006,0.25,0.9,1408.0,217.8,6.8,628.0,1573.7,5.4,27.4,4433.9,184.9,8.0,57.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:59:45.651587+00:00,welding_robot_006,0.58,4.4,1201.4,224.6,39.4,174.0,304.6,1.9,48.8,4135.7,90.0,123.6,25.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 16:59:46.849734+00:00,welding_robot_006,0.38,6.4,1662.8,102.3,44.8,715.0,1911.4,1.9,19.7,4217.9,18.3,25.3,103.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:00:26.122961+00:00,welding_robot_006,0.16,8.8,72.4,145.5,48.6,205.0,1047.3,2.6,44.4,3838.0,193.1,120.8,162.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:00:28.307123+00:00,welding_robot_006,0.4,3.8,161.3,123.1,29.0,310.0,31.2,5.5,27.1,3996.9,50.2,102.4,11.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:01:09.940205+00:00,welding_robot_006,0.91,2.2,561.1,136.6,21.5,757.0,1800.8,7.2,19.7,3259.0,194.3,175.6,64.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:01:51.804684+00:00,welding_robot_006,0.49,8.6,902.0,110.6,48.6,507.0,235.3,0.2,37.4,1844.9,19.7,23.3,183.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:01:52.309924+00:00,welding_robot_006,0.14,2.9,268.7,281.4,13.3,144.0,631.6,5.4,11.2,1027.3,164.5,83.8,112.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:02:33.594200+00:00,welding_robot_006,0.19,6.8,936.4,261.2,42.3,92.0,451.2,5.3,31.3,2113.0,128.2,129.4,8.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:02:34.295545+00:00,welding_robot_006,0.05,5.4,1736.4,100.2,25.9,566.0,410.9,3.2,1.1,611.2,133.7,180.9,39.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:03:15.873785+00:00,welding_robot_006,0.8,1.2,1343.1,122.7,10.0,544.0,1244.1,1.4,44.4,1193.7,154.7,148.9,131.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:03:16.719446+00:00,welding_robot_006,0.11,4.2,1142.0,38.6,36.6,540.0,993.1,5.3,43.9,3895.6,43.7,63.6,180.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:03:57.269559+00:00,welding_robot_006,0.25,9.1,1570.3,173.3,40.5,786.0,1524.6,9.7,11.8,70.3,86.9,160.7,135.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:03:57.913599+00:00,welding_robot_006,0.34,1.2,1407.2,255.8,24.3,609.0,1491.5,7.0,43.2,4737.7,91.4,117.0,169.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:04:39.353693+00:00,welding_robot_006,0.73,7.7,1702.1,290.1,45.1,255.0,827.3,9.7,23.8,3070.3,149.0,173.0,195.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:04:40.499004+00:00,welding_robot_006,0.48,9.7,1507.2,148.1,29.7,872.0,1412.3,10.0,11.9,301.2,181.4,5.4,107.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:05:21.619689+00:00,welding_robot_006,0.44,5.2,898.7,58.2,14.2,146.0,640.9,0.6,34.0,2536.4,125.9,103.5,111.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:05:22.619056+00:00,welding_robot_006,0.04,3.9,516.8,53.3,46.0,387.0,1286.8,0.1,20.7,4493.0,108.3,196.0,93.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:06:02.364358+00:00,welding_robot_006,0.47,3.9,780.5,33.5,9.3,154.0,965.1,1.8,24.9,1062.0,104.2,18.1,132.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:06:05.292789+00:00,welding_robot_006,0.11,2.9,611.1,297.0,23.9,83.0,703.8,8.5,31.1,2694.4,6.2,169.9,6.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:06:44.386717+00:00,welding_robot_006,0.65,6.0,325.1,64.3,2.7,41.0,1526.6,7.1,12.5,4261.8,169.9,177.8,1.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:06:46.757231+00:00,welding_robot_006,0.9,6.6,143.9,119.1,15.5,766.0,1255.5,0.7,44.8,365.9,24.9,172.1,21.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:07:26.379946+00:00,welding_robot_006,0.29,9.1,528.6,66.1,47.0,416.0,576.5,5.1,10.8,1895.9,126.7,102.2,169.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:07:28.559686+00:00,welding_robot_006,0.16,5.5,25.4,281.1,47.7,258.0,1104.4,9.7,48.3,2878.0,180.0,15.6,70.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:07:29.025730+00:00,welding_robot_006,0.14,3.8,1273.2,287.5,39.6,725.0,1962.4,6.8,28.5,3432.1,49.2,63.9,134.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:08:09.592586+00:00,welding_robot_006,0.65,3.5,425.1,216.3,21.5,23.0,1906.5,9.6,0.7,3866.8,17.0,40.9,54.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:08:11.303073+00:00,welding_robot_006,0.17,2.2,539.0,62.7,2.0,924.0,952.9,6.0,28.9,3328.0,165.7,28.8,56.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:08:51.643726+00:00,welding_robot_006,0.42,8.2,1885.6,291.6,15.9,922.0,619.1,1.6,14.4,3313.7,53.6,98.5,61.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:08:52.731682+00:00,welding_robot_006,0.61,0.3,1090.1,293.4,15.6,872.0,778.3,2.4,1.0,4685.4,29.6,136.0,148.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:09:34.333013+00:00,welding_robot_006,0.3,9.3,805.2,8.4,39.4,106.0,1619.3,3.1,36.3,3669.2,20.2,87.6,65.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:09:35.152582+00:00,welding_robot_006,0.88,1.7,849.7,216.4,23.1,760.0,1592.6,0.9,25.0,4582.7,159.8,159.9,118.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:10:15.883872+00:00,welding_robot_006,0.03,8.9,1893.6,163.9,17.7,424.0,1346.9,3.8,27.4,1195.5,20.4,1.8,86.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:10:16.382199+00:00,welding_robot_006,0.02,3.4,556.8,56.9,0.1,97.0,413.7,4.0,0.5,589.7,53.5,113.7,76.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:10:57.786279+00:00,welding_robot_006,0.3,0.0,1827.5,103.2,17.0,51.0,1574.5,5.2,32.4,251.9,42.8,117.8,126.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:10:58.645329+00:00,welding_robot_006,0.31,6.3,347.2,204.1,36.0,469.0,856.6,8.9,28.7,4680.6,5.7,15.9,27.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:11:39.512921+00:00,welding_robot_006,0.62,8.8,529.7,33.5,43.3,181.0,265.1,7.2,20.6,385.1,153.5,87.4,42.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:11:39.720329+00:00,welding_robot_006,0.63,6.8,279.4,3.8,35.4,898.0,1505.2,8.4,13.1,1955.0,194.3,15.9,32.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:12:22.057503+00:00,welding_robot_006,0.32,5.1,1096.7,177.2,13.8,758.0,1186.4,2.1,5.8,22.5,12.0,0.2,137.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:12:22.499384+00:00,welding_robot_006,0.41,3.2,405.9,54.7,47.7,108.0,45.1,1.4,6.0,987.8,24.4,95.6,170.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:13:02.564642+00:00,welding_robot_006,0.39,0.8,624.4,234.6,8.2,185.0,405.3,6.0,49.2,1421.1,107.4,161.1,179.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:13:04.967442+00:00,welding_robot_006,0.62,9.3,386.7,89.4,46.6,397.0,181.3,5.1,31.5,3188.1,118.6,87.7,53.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:13:04.988549+00:00,welding_robot_006,0.27,9.9,47.3,293.1,40.2,896.0,1021.1,3.3,14.2,1037.2,194.3,197.0,169.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:13:46.942861+00:00,welding_robot_006,0.54,3.3,1.3,5.6,43.1,325.0,1675.9,5.6,8.7,1025.7,120.7,137.6,128.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:14:26.722281+00:00,welding_robot_006,0.35,1.4,1684.5,144.9,16.1,563.0,319.2,7.1,30.4,3953.2,153.0,168.7,21.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:14:28.386458+00:00,welding_robot_006,0.15,7.8,425.5,144.3,28.2,209.0,1287.2,5.2,32.7,2465.4,183.9,80.7,60.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:14:30.179193+00:00,welding_robot_006,0.18,3.4,1832.0,129.2,33.9,496.0,1936.6,4.4,30.8,3576.2,15.2,143.6,192.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:15:09.799298+00:00,welding_robot_006,0.14,3.0,662.3,66.3,1.5,751.0,1989.3,6.7,13.2,3924.3,85.8,109.2,68.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:15:11.488278+00:00,welding_robot_006,0.79,9.5,1426.7,249.7,4.1,178.0,1386.2,2.0,17.0,2669.0,168.8,30.6,35.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:15:51.943052+00:00,welding_robot_006,0.23,8.5,857.8,294.0,44.2,790.0,1654.5,9.0,11.5,237.7,31.6,189.0,3.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:15:54.161219+00:00,welding_robot_006,0.29,6.2,1472.7,89.7,32.4,973.0,386.7,5.3,35.6,4260.5,154.9,110.6,74.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:16:33.504118+00:00,welding_robot_006,0.34,3.4,1066.0,51.2,47.3,859.0,334.0,2.2,15.4,4890.0,122.8,126.4,94.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:16:33.989527+00:00,welding_robot_006,0.45,4.1,953.1,299.7,44.9,458.0,1544.6,7.4,41.0,1788.3,128.4,199.2,120.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:16:34.384817+00:00,welding_robot_006,0.43,5.4,358.5,51.8,22.7,484.0,1648.0,6.7,34.4,2560.5,29.8,55.4,138.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:17:16.699481+00:00,welding_robot_006,0.34,8.6,542.9,8.9,36.9,838.0,1624.2,1.6,30.4,1847.9,51.8,192.5,73.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:17:58.028647+00:00,welding_robot_006,0.93,8.4,1525.3,60.5,11.4,474.0,350.3,1.7,19.2,52.2,80.4,58.8,142.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:17:58.550148+00:00,welding_robot_006,0.69,8.7,1931.2,44.8,27.5,993.0,1304.0,8.1,19.6,910.1,184.9,118.3,143.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:17:58.947645+00:00,welding_robot_006,0.06,6.1,672.5,166.2,21.0,608.0,449.1,5.5,2.1,1000.1,186.1,23.4,137.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:18:39.514827+00:00,welding_robot_006,0.77,1.5,371.5,195.0,18.9,857.0,981.4,9.8,40.3,2134.8,23.3,141.4,148.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:18:39.977865+00:00,welding_robot_006,0.91,4.7,1107.5,233.8,20.8,645.0,349.2,9.9,9.3,4806.3,129.4,23.3,65.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:19:22.951453+00:00,welding_robot_006,0.62,5.6,1286.6,200.4,9.4,1.0,352.2,1.7,5.6,4290.2,127.1,63.7,10.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:20:03.307349+00:00,welding_robot_006,0.67,9.2,1325.7,115.9,24.8,457.0,1220.8,3.0,35.9,1602.7,38.7,190.4,136.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:20:05.518265+00:00,welding_robot_006,0.23,5.7,845.0,121.0,25.3,234.0,899.5,3.3,48.0,541.2,36.1,112.5,197.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:20:05.872625+00:00,welding_robot_006,0.61,7.3,1816.2,119.2,43.4,104.0,1300.5,2.3,39.6,909.0,131.1,12.1,121.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:20:45.326386+00:00,welding_robot_006,0.27,4.7,1543.6,174.4,3.8,259.0,1360.5,6.7,39.7,3408.2,178.0,78.0,46.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:20:46.334702+00:00,welding_robot_006,0.42,7.6,84.5,85.8,48.4,459.0,1714.3,3.4,24.2,3820.1,140.2,105.4,163.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:21:28.716241+00:00,welding_robot_006,0.67,7.7,1286.1,255.2,38.4,678.0,1185.0,1.6,16.3,1489.3,36.0,170.6,132.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:21:28.821357+00:00,welding_robot_006,0.43,9.1,816.4,15.5,26.4,506.0,1519.7,6.4,27.7,3126.3,100.4,142.7,11.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:22:10.020888+00:00,welding_robot_006,0.57,2.4,1537.1,192.9,21.8,673.0,1845.4,9.8,29.6,287.8,83.6,34.9,1.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:22:10.750334+00:00,welding_robot_006,0.28,4.1,311.5,53.5,3.8,500.0,89.4,2.7,33.6,2876.3,120.6,53.8,57.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:22:52.305581+00:00,welding_robot_006,0.88,8.1,1347.8,220.6,39.2,960.0,12.1,2.3,10.8,4098.4,70.7,14.3,23.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:22:53.376658+00:00,welding_robot_006,0.2,8.4,1824.5,292.3,13.5,246.0,95.3,6.0,4.0,2747.0,183.5,45.9,125.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:23:34.004477+00:00,welding_robot_006,0.79,9.2,73.5,45.2,28.5,421.0,279.3,1.2,4.1,3905.6,43.5,37.2,47.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:23:34.651051+00:00,welding_robot_006,1.0,8.5,410.9,134.2,38.2,410.0,125.7,6.6,0.0,3403.8,193.0,88.8,177.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:24:15.819869+00:00,welding_robot_006,0.27,6.4,1035.1,14.4,46.8,250.0,1857.4,6.3,23.2,1969.0,196.8,155.4,84.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:24:58.189332+00:00,welding_robot_006,0.33,3.1,898.1,67.7,22.7,83.0,1331.8,8.6,34.1,1978.8,137.1,1.4,52.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:24:58.642807+00:00,welding_robot_006,0.62,3.1,477.9,245.1,39.1,819.0,1383.3,2.6,28.1,479.0,16.9,196.2,104.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:24:59.484073+00:00,welding_robot_006,0.36,1.8,402.6,141.2,1.7,590.0,1267.6,5.2,4.1,4832.2,158.1,190.1,57.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:25:39.985048+00:00,welding_robot_006,0.71,8.3,600.3,15.8,48.3,417.0,951.5,0.1,31.8,680.3,75.8,47.6,141.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:25:40.623361+00:00,welding_robot_006,0.26,6.7,1623.6,55.0,49.5,839.0,963.9,8.5,39.9,2644.2,139.8,101.9,122.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:26:22.121264+00:00,welding_robot_006,0.61,6.6,1786.3,229.0,40.9,656.0,1854.9,6.6,0.1,729.6,17.9,43.2,108.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:26:22.687079+00:00,welding_robot_006,0.86,7.6,147.0,237.5,36.5,241.0,795.5,2.8,2.4,4504.6,57.1,77.0,199.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:27:05.680323+00:00,welding_robot_006,0.14,0.9,244.9,289.6,39.0,515.0,351.4,0.1,45.4,4005.7,121.7,169.6,183.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:27:05.972120+00:00,welding_robot_006,0.42,5.8,372.4,219.9,44.4,806.0,198.2,7.8,46.2,4736.6,28.2,77.6,43.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:27:45.022171+00:00,welding_robot_006,0.57,3.8,191.2,145.0,49.1,31.0,1652.7,8.6,43.3,2853.0,47.7,150.5,56.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:27:46.925528+00:00,welding_robot_006,0.79,1.4,530.4,107.2,0.1,608.0,1259.5,3.2,47.5,3064.0,29.2,47.2,51.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:27:47.800315+00:00,welding_robot_006,0.93,9.4,513.8,297.4,22.7,136.0,88.8,5.7,15.1,1670.4,88.5,127.4,72.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:28:28.746492+00:00,welding_robot_006,0.91,3.0,879.9,295.8,28.3,153.0,1042.7,2.4,29.8,3899.8,116.3,149.4,72.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:29:10.670656+00:00,welding_robot_006,0.77,2.8,1328.0,48.1,5.1,186.0,368.0,0.0,34.2,1836.5,188.8,95.2,149.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:29:11.693203+00:00,welding_robot_006,0.63,9.9,1642.3,228.2,12.2,851.0,1007.7,1.5,10.1,4487.2,93.7,121.3,67.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:29:12.447594+00:00,welding_robot_006,0.57,5.8,1850.2,76.3,5.7,250.0,239.5,7.3,5.3,4994.6,195.5,62.6,123.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:29:51.953631+00:00,welding_robot_006,0.27,9.7,1248.2,155.5,26.9,999.0,1535.0,8.9,30.6,709.0,168.8,15.5,175.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:29:52.322529+00:00,welding_robot_006,0.8,6.2,506.3,56.3,40.0,745.0,126.3,3.2,28.2,4725.2,89.0,180.4,184.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:30:36.042716+00:00,welding_robot_006,0.47,4.0,1569.0,277.8,15.7,186.0,128.0,4.5,12.9,3150.2,62.1,113.1,136.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:30:36.405524+00:00,welding_robot_006,0.42,1.4,415.7,101.8,23.5,760.0,714.3,8.9,32.3,1469.7,117.0,56.6,23.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:31:16.155393+00:00,welding_robot_006,0.22,3.0,1544.6,96.0,12.4,591.0,972.0,0.7,42.7,285.5,95.4,104.7,12.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:31:17.701671+00:00,welding_robot_006,0.18,4.2,836.5,14.5,10.7,81.0,1671.9,3.7,38.4,968.2,183.4,108.5,120.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:31:58.136455+00:00,welding_robot_006,1.0,9.6,557.4,221.9,14.4,745.0,1822.6,3.1,5.8,2274.2,37.3,170.3,17.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:31:59.253093+00:00,welding_robot_006,0.87,4.8,1233.0,154.6,29.2,673.0,437.0,7.1,21.7,4643.7,96.5,167.6,185.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:32:40.160460+00:00,welding_robot_006,0.87,2.1,1444.7,61.3,23.5,514.0,1109.6,6.5,6.6,990.4,81.0,82.3,8.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:32:41.597644+00:00,welding_robot_006,0.66,5.5,737.8,269.3,36.4,414.0,1170.3,7.9,27.2,606.8,77.4,84.1,88.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 17:32:42.136192+00:00,welding_robot_006,0.93,3.7,1504.9,41.9,27.2,196.0,1892.0,6.8,33.7,4841.4,191.2,66.6,139.5
