Machine,Type,Machine ID,Timestamp,machine_id,temperature,vibration_level,battery_level,load_weight,speed,distance_traveled,obstacle_detection,navigation_status,wheel_rotation_speed,x,y,z
AGV - agv_003,AGV,agv_003,2024-10-19 09:52:01.115219+00:00,agv_003,26.5,0.21,96.6,283.4,0.6,522.7,yes,waiting,153.5,152.6,138.2,41.9
AGV - agv_003,AGV,agv_003,2024-10-19 09:52:21.521519+00:00,agv_003,49.7,0.0,63.2,80.4,2.8,411.9,yes,rerouting,215.2,72.0,28.7,84.1
AGV - agv_003,AGV,agv_003,2024-10-19 09:52:41.118829+00:00,agv_003,15.5,0.19,39.1,1010.0,4.9,145.3,yes,rerouting,461.8,171.2,74.3,89.3
AGV - agv_003,AGV,agv_003,2024-10-19 09:53:01.108451+00:00,agv_003,31.8,0.07,54.6,423.9,3.7,147.2,no,en_route,258.3,174.2,19.3,139.2
AGV - agv_003,AGV,agv_003,2024-10-19 09:53:21.317968+00:00,agv_003,39.4,0.31,95.3,285.8,3.2,399.4,no,waiting,422.3,169.6,41.4,187.6
AGV - agv_003,AGV,agv_003,2024-10-19 09:53:41.439561+00:00,agv_003,30.9,0.49,62.7,370.7,2.2,1768.7,yes,en_route,499.8,40.1,191.5,155.4
AGV - agv_003,AGV,agv_003,2024-10-19 09:54:01.193890+00:00,agv_003,15.9,0.35,38.4,399.6,0.2,856.8,no,en_route,341.1,18.1,79.7,15.5
AGV - agv_003,AGV,agv_003,2024-10-19 09:54:21.278726+00:00,agv_003,29.9,0.37,60.0,322.9,3.9,719.7,no,rerouting,222.7,80.9,119.1,183.2
AGV - agv_003,AGV,agv_003,2024-10-19 09:54:41.249243+00:00,agv_003,21.4,0.22,23.8,939.2,4.7,916.7,yes,waiting,406.3,90.4,64.9,114.3
AGV - agv_003,AGV,agv_003,2024-10-19 09:55:01.310481+00:00,agv_003,15.8,0.24,58.0,899.5,1.7,1242.8,no,rerouting,300.6,57.7,42.3,117.2
AGV - agv_003,AGV,agv_003,2024-10-19 09:55:21.510841+00:00,agv_003,3.0,0.29,6.4,989.5,4.8,218.0,yes,waiting,23.5,197.7,197.8,40.8
AGV - agv_003,AGV,agv_003,2024-10-19 09:55:41.327264+00:00,agv_003,28.8,0.03,82.2,728.4,1.6,1305.1,yes,rerouting,413.3,18.2,48.8,170.5
AGV - agv_003,AGV,agv_003,2024-10-19 09:56:01.570393+00:00,agv_003,7.6,0.11,90.7,849.4,1.5,1421.8,yes,rerouting,412.5,137.0,77.4,33.3
AGV - agv_003,AGV,agv_003,2024-10-19 09:56:21.432228+00:00,agv_003,31.8,0.46,82.6,14.9,3.5,1285.9,no,en_route,54.3,27.4,107.3,78.5
AGV - agv_003,AGV,agv_003,2024-10-19 09:56:40.986234+00:00,agv_003,21.4,0.05,91.0,1467.5,2.2,493.6,yes,waiting,144.6,18.6,68.7,70.1
AGV - agv_003,AGV,agv_003,2024-10-19 09:57:01.376658+00:00,agv_003,9.1,0.23,58.4,831.8,0.2,897.1,no,rerouting,493.9,93.8,182.1,34.2
AGV - agv_003,AGV,agv_003,2024-10-19 09:57:21.419927+00:00,agv_003,29.2,0.27,34.1,1381.2,1.1,1754.7,yes,waiting,275.6,10.1,136.2,100.3
AGV - agv_003,AGV,agv_003,2024-10-19 09:57:41.487517+00:00,agv_003,10.6,0.26,35.2,1149.1,3.2,1584.9,no,waiting,75.4,0.2,86.1,154.1
AGV - agv_003,AGV,agv_003,2024-10-19 09:58:01.443528+00:00,agv_003,38.1,0.43,59.3,584.7,1.5,1481.8,yes,rerouting,329.8,174.0,80.9,72.7
AGV - agv_003,AGV,agv_003,2024-10-19 09:58:21.418442+00:00,agv_003,32.5,0.11,34.9,968.5,3.2,197.4,no,en_route,137.9,169.9,8.8,174.9
AGV - agv_003,AGV,agv_003,2024-10-19 09:58:41.527620+00:00,agv_003,23.4,0.41,61.1,1339.6,0.3,515.8,no,waiting,97.9,60.8,39.5,45.4
AGV - agv_003,AGV,agv_003,2024-10-19 09:59:01.433545+00:00,agv_003,3.4,0.18,12.4,1265.4,3.9,1700.3,no,rerouting,219.7,141.4,26.5,90.9
AGV - agv_003,AGV,agv_003,2024-10-19 09:59:21.480180+00:00,agv_003,29.9,0.09,30.8,995.9,3.4,1631.7,no,waiting,98.0,168.4,64.4,134.0
AGV - agv_003,AGV,agv_003,2024-10-19 09:59:41.750464+00:00,agv_003,8.6,0.09,24.9,1233.6,0.5,634.1,yes,en_route,380.7,17.3,124.7,114.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:00:02.026905+00:00,agv_003,29.0,0.09,41.5,258.7,1.4,56.8,no,en_route,4.9,176.4,183.3,55.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:00:21.622191+00:00,agv_003,20.2,0.04,9.9,35.1,1.6,258.7,no,en_route,288.1,167.9,121.0,90.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:00:41.854232+00:00,agv_003,47.4,0.45,81.8,155.9,3.0,695.9,no,rerouting,354.2,15.8,72.2,41.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:01:01.675300+00:00,agv_003,17.8,0.32,78.4,626.8,4.2,1520.4,no,rerouting,340.9,165.1,72.5,126.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:01:21.621487+00:00,agv_003,16.6,0.38,14.0,399.9,0.4,1434.3,no,rerouting,136.1,116.9,195.3,5.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:01:41.269085+00:00,agv_003,22.1,0.15,0.8,351.9,2.4,996.2,yes,en_route,27.6,4.0,141.9,125.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:02:01.884978+00:00,agv_003,22.2,0.07,43.5,469.3,2.7,225.8,no,rerouting,38.9,67.9,70.9,140.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:02:21.723548+00:00,agv_003,14.7,0.23,34.7,1347.5,4.9,1046.1,yes,rerouting,8.9,155.2,78.0,155.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:02:41.122866+00:00,agv_003,37.8,0.48,46.0,173.7,2.5,144.3,no,rerouting,381.3,52.4,197.1,136.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:03:00.898228+00:00,agv_003,15.9,0.48,48.2,941.7,4.1,1663.5,yes,waiting,144.9,172.6,124.2,169.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:03:20.835675+00:00,agv_003,44.6,0.32,93.2,769.5,4.0,1545.7,yes,rerouting,445.2,153.1,63.0,133.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:03:40.810783+00:00,agv_003,8.0,0.31,44.6,68.6,2.2,850.0,no,en_route,327.8,147.0,33.6,156.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:04:00.941096+00:00,agv_003,47.9,0.4,63.8,1306.4,2.2,229.9,no,rerouting,477.1,176.9,32.5,164.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:04:20.865437+00:00,agv_003,19.7,0.4,43.8,450.3,4.1,229.5,yes,rerouting,148.8,15.6,182.6,81.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:04:40.973814+00:00,agv_003,13.8,0.11,12.0,188.8,4.4,799.7,no,en_route,53.1,96.2,92.8,184.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:05:00.829647+00:00,agv_003,46.0,0.0,39.8,173.7,4.2,73.6,yes,waiting,372.5,15.2,53.3,96.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:05:20.791303+00:00,agv_003,48.3,0.42,61.3,476.9,1.5,319.3,no,waiting,209.7,109.2,26.1,26.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:05:41.080298+00:00,agv_003,14.2,0.34,76.6,608.9,3.4,429.5,yes,waiting,15.3,10.4,97.2,120.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:06:01.090414+00:00,agv_003,41.9,0.21,60.4,399.3,2.0,170.3,yes,en_route,404.1,197.0,39.9,20.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:12:41.419660+00:00,agv_003,20.3,0.11,40.5,1455.8,1.9,1262.1,yes,rerouting,325.7,68.2,107.3,80.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:13:01.382420+00:00,agv_003,44.7,0.44,54.8,828.7,4.8,217.6,yes,en_route,162.1,153.9,84.0,70.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:13:21.469577+00:00,agv_003,11.5,0.04,25.2,833.6,1.3,1335.5,yes,rerouting,297.4,163.4,159.7,98.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:13:41.422371+00:00,agv_003,2.7,0.14,2.0,1488.9,3.8,1811.2,no,rerouting,484.0,160.7,39.6,170.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:14:01.446182+00:00,agv_003,2.1,0.2,22.4,1375.9,3.7,783.3,no,rerouting,8.5,25.9,56.2,22.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:14:21.394488+00:00,agv_003,44.9,0.21,16.5,548.0,0.5,887.5,yes,waiting,100.4,12.3,99.7,177.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:14:41.432874+00:00,agv_003,0.7,0.42,93.7,354.2,1.2,186.6,no,waiting,467.3,177.2,31.2,197.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:15:01.853035+00:00,agv_003,38.3,0.4,88.1,693.5,1.0,431.1,no,waiting,396.3,134.1,79.3,0.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:15:21.608639+00:00,agv_003,30.1,0.26,2.9,635.6,3.1,1341.7,yes,waiting,159.4,187.0,155.0,168.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:15:41.615162+00:00,agv_003,16.1,0.15,17.1,1171.1,3.1,653.4,no,rerouting,11.9,62.7,12.6,13.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:16:01.539439+00:00,agv_003,20.7,0.14,43.6,468.2,0.8,1909.8,no,rerouting,64.9,87.0,18.0,154.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:16:21.608000+00:00,agv_003,11.1,0.07,76.4,101.3,2.7,346.5,yes,waiting,327.3,64.0,143.7,17.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:16:41.596692+00:00,agv_003,13.7,0.08,90.3,1281.9,0.4,272.9,yes,en_route,338.1,179.4,58.6,112.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:17:01.686056+00:00,agv_003,15.9,0.01,84.9,1051.2,1.2,1157.1,no,rerouting,103.4,167.9,193.3,2.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:17:21.703119+00:00,agv_003,37.9,0.07,42.5,98.7,3.6,838.7,no,rerouting,473.7,20.7,135.2,197.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:17:42.191161+00:00,agv_003,17.0,0.48,66.6,144.4,2.2,1488.1,yes,waiting,202.5,172.8,72.5,84.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:18:01.696356+00:00,agv_003,19.2,0.32,25.3,870.1,4.8,1400.4,no,rerouting,355.2,47.2,199.6,84.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:18:21.735907+00:00,agv_003,42.4,0.46,81.7,160.1,3.2,1056.2,no,en_route,397.5,48.4,118.2,126.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:18:41.753405+00:00,agv_003,30.6,0.04,75.2,664.5,1.1,1669.0,yes,rerouting,409.1,122.7,184.1,86.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:19:00.950655+00:00,agv_003,7.2,0.01,48.7,888.9,3.6,786.7,no,waiting,319.7,49.1,45.2,126.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:19:20.769232+00:00,agv_003,7.6,0.02,61.1,705.4,4.9,1522.4,yes,rerouting,337.4,79.5,170.3,35.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:19:40.826875+00:00,agv_003,15.9,0.28,21.7,169.6,4.6,486.3,no,en_route,32.2,69.6,89.2,52.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:20:01.050607+00:00,agv_003,25.0,0.12,47.1,1488.7,4.4,66.1,yes,rerouting,131.4,147.0,79.8,56.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:20:20.886456+00:00,agv_003,6.1,0.22,32.9,151.2,4.1,908.3,no,rerouting,137.7,195.1,71.1,33.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:20:40.847248+00:00,agv_003,32.9,0.05,69.5,320.3,4.1,322.1,no,en_route,67.1,199.6,98.9,68.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:21:00.891378+00:00,agv_003,13.6,0.15,23.3,1094.6,3.1,126.5,yes,en_route,278.0,138.8,89.2,140.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:21:20.900198+00:00,agv_003,3.9,0.43,67.5,820.7,2.1,459.2,no,rerouting,246.3,15.5,189.5,123.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:21:41.190729+00:00,agv_003,21.8,0.2,90.5,831.7,4.2,1196.6,no,waiting,221.1,61.9,121.5,27.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:22:00.957316+00:00,agv_003,2.9,0.13,14.1,761.5,0.3,316.0,no,en_route,224.5,19.6,180.6,63.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:22:20.975537+00:00,agv_003,30.2,0.03,36.0,1064.2,0.0,1943.8,no,rerouting,471.6,83.9,158.0,122.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:22:41.052432+00:00,agv_003,33.0,0.13,77.2,887.8,4.2,1844.1,no,waiting,498.6,181.2,8.1,116.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:23:01.285657+00:00,agv_003,3.8,0.44,52.9,676.4,0.5,1506.6,no,rerouting,66.1,133.3,78.2,17.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:23:21.269672+00:00,agv_003,36.4,0.3,0.9,1436.7,1.5,1087.9,yes,rerouting,26.4,48.1,152.4,124.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:23:41.302277+00:00,agv_003,47.1,0.26,2.5,995.0,1.5,1997.5,no,rerouting,70.6,183.6,174.3,194.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:25:00.776618+00:00,agv_003,9.3,0.49,34.7,20.2,3.0,310.0,no,waiting,407.6,196.6,123.2,108.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:25:21.229211+00:00,agv_003,24.8,0.03,66.0,685.2,3.5,1453.3,no,rerouting,474.6,66.3,157.6,48.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:25:42.342217+00:00,agv_003,49.5,0.42,52.3,771.3,2.1,777.1,no,waiting,376.2,6.8,180.1,25.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:26:01.298267+00:00,agv_003,12.8,0.11,40.0,910.2,3.3,265.2,yes,rerouting,488.8,22.0,52.4,116.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:26:21.310105+00:00,agv_003,11.5,0.31,84.3,902.2,4.8,377.5,yes,en_route,32.2,119.0,141.9,62.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:26:40.849283+00:00,agv_003,25.1,0.03,23.2,666.4,0.6,1136.4,yes,waiting,286.4,122.4,9.8,65.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:27:01.283586+00:00,agv_003,48.1,0.26,12.1,1355.1,1.7,173.9,no,waiting,190.0,154.2,199.8,89.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:27:21.272605+00:00,agv_003,31.1,0.05,19.2,63.1,3.5,1626.2,yes,waiting,243.4,75.7,61.5,21.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:27:41.285125+00:00,agv_003,42.1,0.28,54.0,325.3,4.9,1509.7,no,en_route,406.8,30.2,136.9,180.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:28:00.917711+00:00,agv_003,49.6,0.42,32.5,1365.5,4.1,603.9,yes,rerouting,261.5,19.9,8.4,170.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:28:21.367328+00:00,agv_003,4.9,0.28,19.4,15.2,2.4,1339.4,yes,rerouting,208.9,76.5,168.0,172.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:28:41.301150+00:00,agv_003,46.0,0.19,23.0,963.5,0.5,485.1,yes,rerouting,35.7,37.0,77.6,188.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:29:01.742336+00:00,agv_003,26.6,0.41,66.9,1366.2,1.7,1410.3,yes,en_route,367.4,78.9,7.7,10.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:29:21.018814+00:00,agv_003,18.1,0.38,5.1,1460.0,2.3,225.9,no,en_route,154.0,56.0,63.2,18.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:29:41.018033+00:00,agv_003,41.6,0.03,75.5,340.8,0.2,652.3,yes,en_route,215.7,4.8,5.5,126.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:30:01.616393+00:00,agv_003,14.7,0.07,22.7,479.3,1.1,1049.7,yes,en_route,170.2,136.8,36.7,163.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:30:21.062471+00:00,agv_003,10.0,0.14,38.7,1445.9,4.6,1331.5,no,en_route,209.5,15.8,185.3,170.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:30:41.550301+00:00,agv_003,3.9,0.39,46.4,91.2,0.6,1626.5,yes,rerouting,499.1,159.3,16.5,61.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:31:01.104374+00:00,agv_003,32.2,0.16,38.1,755.8,2.9,411.2,no,rerouting,463.9,129.3,192.3,30.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:31:21.632504+00:00,agv_003,19.6,0.47,98.1,818.8,1.6,359.0,yes,waiting,403.2,43.6,45.8,184.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:31:41.143753+00:00,agv_003,46.5,0.06,90.8,920.0,4.0,845.2,no,waiting,471.2,106.2,56.2,16.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:32:01.789648+00:00,agv_003,46.3,0.4,55.1,201.2,2.7,1280.3,yes,en_route,433.5,96.0,62.8,2.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:32:21.731671+00:00,agv_003,20.8,0.41,5.0,1303.4,4.4,415.8,yes,waiting,276.2,53.3,5.0,90.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:32:41.694601+00:00,agv_003,20.1,0.38,50.6,929.4,2.4,270.5,no,en_route,420.9,152.3,79.3,44.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:33:01.210947+00:00,agv_003,32.2,0.37,1.5,860.0,0.3,915.0,no,rerouting,144.6,177.1,109.9,79.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:33:21.568453+00:00,agv_003,20.3,0.44,33.6,845.6,0.4,1472.2,no,rerouting,193.0,79.6,55.1,130.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:33:41.254449+00:00,agv_003,9.5,0.38,86.8,1492.6,5.0,1112.5,no,rerouting,432.3,181.1,174.4,104.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:34:01.591592+00:00,agv_003,45.0,0.08,62.3,696.8,4.4,1529.9,no,rerouting,191.9,76.1,52.5,84.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:34:21.272447+00:00,agv_003,45.2,0.21,35.4,9.5,2.6,744.3,yes,waiting,134.3,123.1,23.1,110.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:34:41.287513+00:00,agv_003,11.5,0.27,77.3,571.6,2.1,740.7,no,en_route,27.2,188.0,91.9,163.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:35:02.141323+00:00,agv_003,26.2,0.43,48.1,140.6,0.8,1113.4,no,rerouting,77.4,17.4,69.2,121.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:35:21.314273+00:00,agv_003,39.3,0.15,36.8,275.3,4.4,886.2,no,rerouting,499.7,122.7,157.8,92.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:35:41.343214+00:00,agv_003,32.5,0.07,4.5,116.1,2.8,1596.7,no,rerouting,9.0,192.8,71.4,161.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:36:00.932536+00:00,agv_003,46.7,0.01,40.3,633.3,0.9,337.5,yes,rerouting,107.8,192.8,154.7,37.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:36:20.383610+00:00,agv_003,5.5,0.3,25.8,484.8,3.4,1450.8,no,waiting,77.6,78.0,162.6,10.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:36:40.830026+00:00,agv_003,16.9,0.1,81.8,296.0,3.4,1183.2,no,en_route,270.8,181.3,46.4,171.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:37:00.882633+00:00,agv_003,23.0,0.36,1.3,1335.3,1.1,202.5,no,en_route,141.8,116.3,48.5,133.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:37:20.923346+00:00,agv_003,10.9,0.07,72.4,154.9,3.4,424.7,no,waiting,90.4,195.2,197.5,106.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:37:41.168327+00:00,agv_003,4.6,0.45,13.6,154.6,4.8,841.4,yes,en_route,398.5,144.0,152.9,36.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:38:01.227219+00:00,agv_003,35.3,0.1,75.8,1194.4,3.6,652.9,yes,en_route,30.0,198.5,34.9,156.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:38:21.078441+00:00,agv_003,20.6,0.22,95.9,195.1,1.9,1866.5,no,waiting,33.6,164.9,138.7,122.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:38:40.906270+00:00,agv_003,16.7,0.38,56.0,407.8,4.3,184.0,no,en_route,397.6,123.1,73.8,159.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:39:00.862756+00:00,agv_003,32.9,0.44,38.4,1287.9,2.3,681.3,yes,waiting,160.9,132.2,98.5,35.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:39:20.904987+00:00,agv_003,5.9,0.04,29.3,952.5,3.3,1720.2,yes,waiting,124.2,103.4,184.3,74.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:39:41.038312+00:00,agv_003,4.4,0.03,87.2,1204.5,0.4,1539.8,yes,rerouting,189.1,30.6,183.5,20.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:40:01.213254+00:00,agv_003,27.1,0.03,93.9,1404.4,0.8,1779.8,no,en_route,10.4,149.1,187.5,98.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:40:21.002708+00:00,agv_003,17.9,0.25,58.8,1280.5,2.8,1332.1,yes,rerouting,88.1,153.0,120.2,32.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:40:40.592071+00:00,agv_003,2.9,0.48,81.5,1058.4,1.4,1958.5,no,en_route,206.9,133.2,191.7,116.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:41:00.999541+00:00,agv_003,46.5,0.29,0.8,933.0,1.8,1040.1,yes,en_route,263.1,33.1,5.1,29.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:41:20.640025+00:00,agv_003,34.4,0.39,67.3,54.2,1.0,221.0,no,rerouting,292.3,75.9,147.7,34.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:41:41.143483+00:00,agv_003,34.6,0.36,54.5,1197.4,4.9,1653.9,yes,en_route,78.3,157.0,177.6,121.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:42:00.992009+00:00,agv_003,17.2,0.26,40.3,280.2,1.2,855.6,no,en_route,220.4,120.1,173.3,137.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:42:21.173353+00:00,agv_003,29.7,0.33,34.6,703.8,4.3,1985.1,no,waiting,492.9,152.0,95.8,21.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:42:41.373901+00:00,agv_003,14.0,0.06,90.4,512.5,2.3,1356.7,yes,en_route,35.6,166.5,199.2,156.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:43:01.079820+00:00,agv_003,24.8,0.45,81.3,1002.1,0.9,211.4,no,waiting,147.2,176.6,43.5,126.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:43:21.343118+00:00,agv_003,40.1,0.03,28.1,464.2,1.4,507.1,no,en_route,38.7,48.3,126.5,106.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:43:41.186510+00:00,agv_003,48.2,0.19,62.4,12.9,3.3,1085.9,yes,en_route,212.3,139.6,117.3,54.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:44:01.649009+00:00,agv_003,27.7,0.4,30.3,91.9,2.7,18.6,no,rerouting,37.0,154.0,127.8,84.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:44:21.458212+00:00,agv_003,1.5,0.3,76.0,301.1,1.1,890.1,no,en_route,492.5,92.4,193.0,21.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:44:41.356591+00:00,agv_003,28.1,0.44,52.2,1315.3,4.7,1010.7,no,en_route,36.3,73.4,127.6,160.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:45:01.399365+00:00,agv_003,28.9,0.36,35.3,11.5,1.2,1725.2,yes,rerouting,487.0,43.6,120.3,83.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:45:21.376244+00:00,agv_003,30.0,0.13,7.3,707.6,4.5,669.9,yes,rerouting,414.6,31.6,194.1,122.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:45:40.855928+00:00,agv_003,47.8,0.46,86.5,163.8,4.8,1171.5,no,rerouting,497.5,165.4,118.5,21.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:46:01.692182+00:00,agv_003,13.9,0.34,5.4,874.2,3.6,1019.4,yes,en_route,222.3,114.1,102.3,40.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:46:20.889940+00:00,agv_003,6.9,0.47,10.6,710.9,3.3,18.0,yes,waiting,376.8,113.4,128.0,8.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:46:41.351969+00:00,agv_003,24.0,0.25,41.7,617.9,3.2,1212.9,no,en_route,79.8,36.4,9.2,189.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:47:01.373967+00:00,agv_003,30.4,0.43,72.0,854.6,2.4,1672.6,yes,en_route,477.1,69.7,174.8,28.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:47:21.426785+00:00,agv_003,47.6,0.45,57.3,856.0,0.2,737.0,yes,waiting,191.2,114.8,17.7,110.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:47:41.358578+00:00,agv_003,5.3,0.19,56.0,1174.4,0.2,1194.5,yes,en_route,5.7,66.0,17.9,172.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:48:01.837267+00:00,agv_003,1.1,0.34,13.1,1071.5,0.1,1518.2,no,rerouting,488.8,120.0,117.2,52.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:48:20.992212+00:00,agv_003,6.9,0.44,88.7,865.8,0.4,1713.2,no,rerouting,322.2,168.5,15.2,157.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:48:41.405468+00:00,agv_003,46.4,0.22,6.5,330.5,4.6,676.1,no,en_route,325.6,195.3,111.7,132.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:49:01.431830+00:00,agv_003,17.6,0.36,17.5,642.6,1.5,12.0,no,waiting,42.4,1.7,113.3,48.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:49:21.468413+00:00,agv_003,18.2,0.11,22.7,1016.6,1.6,1331.3,no,rerouting,43.5,33.6,55.2,72.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:49:41.581866+00:00,agv_003,26.5,0.14,95.6,1148.4,2.0,169.5,yes,rerouting,399.3,14.0,164.9,84.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:50:01.525953+00:00,agv_003,34.0,0.26,73.3,444.2,1.0,1016.1,yes,en_route,78.8,51.8,3.9,74.8
