Machine,Type,Machine ID,Timestamp,machine_id,temperature,spray_pressure,paint_thickness,humidity,paint_flow_rate,paint_volume_used,atomizer_speed,overspray_capture_efficiency,booth_airflow_velocity,solvent_concentration,x,y,z
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:57:03.781777+00:00,painting_robot_002,20.0,0.0,37.4,2.3,4.3,0.1,2799.1,65.6,0.87,2.9,150.2,180.7,92.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:57:23.424594+00:00,painting_robot_002,4.0,3.6,1.3,32.1,0.2,1.7,1101.3,48.6,1.0,3.7,175.9,118.0,193.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:57:43.673844+00:00,painting_robot_002,33.9,4.2,133.8,47.2,4.7,0.5,1929.0,12.5,0.14,1.2,11.9,165.6,114.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:58:03.726261+00:00,painting_robot_002,2.0,4.8,67.3,92.8,0.9,0.4,691.5,5.7,0.18,4.2,125.0,174.0,17.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:58:23.572699+00:00,painting_robot_002,8.0,1.8,76.5,98.3,1.7,2.0,349.3,48.4,0.74,2.9,197.0,146.5,62.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:58:43.755856+00:00,painting_robot_002,49.1,2.8,44.3,99.7,4.7,1.3,741.1,3.3,0.82,0.5,175.1,136.6,27.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:59:03.264413+00:00,painting_robot_002,1.6,0.9,66.3,47.5,1.8,0.3,1553.6,69.0,0.65,0.2,142.5,55.8,153.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:59:22.412776+00:00,painting_robot_002,37.2,4.8,53.8,36.5,2.9,0.6,2449.2,92.6,0.2,4.3,86.1,87.5,179.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 09:59:42.682411+00:00,painting_robot_002,9.7,4.9,35.5,54.8,2.5,0.5,188.7,50.9,0.96,0.6,118.9,93.1,7.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:00:02.528366+00:00,painting_robot_002,14.8,0.4,125.3,64.5,0.6,0.4,2683.1,9.9,0.3,2.9,149.0,50.5,133.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:00:23.123991+00:00,painting_robot_002,2.4,4.0,48.9,90.5,3.7,0.5,2111.1,47.8,0.9,3.5,112.9,28.1,40.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:01:02.768338+00:00,painting_robot_002,21.3,3.8,29.6,37.3,1.3,0.7,1289.2,50.5,0.63,0.4,58.6,194.6,127.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:01:22.712004+00:00,painting_robot_002,6.3,0.2,35.6,57.1,2.0,0.4,439.8,27.6,0.62,4.7,17.5,39.1,164.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:01:42.756339+00:00,painting_robot_002,7.7,0.7,116.8,30.1,0.2,0.8,241.8,39.8,0.58,0.3,90.1,25.7,114.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:02:02.521372+00:00,painting_robot_002,37.9,2.5,80.1,7.5,1.8,1.1,211.9,61.8,0.45,2.1,83.2,153.6,64.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:02:22.987285+00:00,painting_robot_002,46.3,0.1,104.5,39.1,3.6,0.6,860.0,74.4,0.79,1.4,52.0,175.0,132.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:02:42.573379+00:00,painting_robot_002,46.8,4.2,15.8,84.7,3.0,2.0,1415.6,72.2,0.78,0.0,79.5,150.7,72.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:03:02.940808+00:00,painting_robot_002,48.1,0.4,92.4,78.3,2.1,1.8,799.5,47.7,0.85,3.5,113.7,34.6,148.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:03:22.873170+00:00,painting_robot_002,39.1,0.6,49.7,62.5,0.1,1.5,924.3,39.8,0.32,3.7,20.7,28.5,144.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:03:43.097405+00:00,painting_robot_002,12.4,4.7,28.2,19.2,2.9,2.0,2786.5,19.8,0.8,4.7,53.3,43.5,186.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:04:02.753290+00:00,painting_robot_002,16.4,4.6,99.6,4.4,2.3,1.3,1236.0,28.0,0.13,3.3,127.4,61.6,153.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:04:22.714354+00:00,painting_robot_002,19.6,4.8,147.6,26.4,0.4,1.8,1478.7,91.0,0.5,3.7,38.6,171.5,96.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:04:42.675320+00:00,painting_robot_002,33.5,4.5,50.9,34.0,3.6,0.7,2800.8,86.9,0.11,1.0,10.6,186.7,85.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:05:02.847632+00:00,painting_robot_002,32.8,1.1,133.8,21.6,2.1,1.0,1432.0,45.0,0.76,1.6,89.7,148.0,11.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:05:23.202199+00:00,painting_robot_002,34.2,4.8,112.0,7.0,4.9,0.0,149.8,93.3,0.95,3.7,2.4,106.0,44.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:05:43.009735+00:00,painting_robot_002,31.3,2.2,40.9,22.2,0.6,1.5,2119.2,6.2,0.03,2.8,143.0,130.2,171.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:12:43.106045+00:00,painting_robot_002,0.6,2.7,104.9,30.1,4.2,1.8,254.1,4.5,0.69,2.4,78.0,152.5,22.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:13:03.180447+00:00,painting_robot_002,8.5,4.5,129.7,3.2,1.8,0.6,761.4,19.0,0.52,3.7,32.2,81.7,39.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:13:23.191377+00:00,painting_robot_002,46.5,1.6,41.1,36.1,0.6,1.5,461.3,89.7,0.39,3.4,127.8,77.5,25.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:13:43.145213+00:00,painting_robot_002,3.3,1.7,111.7,47.8,0.5,1.8,2609.2,98.0,0.08,1.9,175.5,136.8,104.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:14:02.957261+00:00,painting_robot_002,0.1,3.5,22.1,86.7,1.2,0.6,2179.1,12.5,0.3,4.5,121.7,164.1,44.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:14:23.082201+00:00,painting_robot_002,0.3,0.4,101.5,90.5,3.2,1.0,2253.4,90.1,0.47,1.4,153.7,116.8,35.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:14:43.855369+00:00,painting_robot_002,5.2,4.6,111.7,50.2,2.4,0.2,1374.2,49.0,0.23,2.6,115.9,26.0,142.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:15:03.939240+00:00,painting_robot_002,41.5,2.1,23.5,91.4,4.5,1.1,668.1,13.6,0.37,2.4,23.9,165.9,124.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:15:23.369605+00:00,painting_robot_002,26.3,3.9,53.3,17.8,2.9,0.1,2428.1,0.6,0.43,4.5,38.7,42.1,122.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:15:43.503450+00:00,painting_robot_002,32.6,0.4,89.3,89.6,1.3,1.0,176.7,16.3,0.27,0.0,146.5,152.1,175.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:16:03.409420+00:00,painting_robot_002,12.4,2.0,0.7,20.5,0.2,0.5,1214.1,14.7,0.99,3.0,171.0,188.3,155.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:16:23.265432+00:00,painting_robot_002,44.7,0.2,20.8,25.3,0.3,0.9,768.4,3.7,0.48,2.3,79.4,186.0,157.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:16:43.264915+00:00,painting_robot_002,22.9,2.9,101.6,49.3,2.1,0.6,1119.8,48.6,0.58,0.6,44.2,187.2,5.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:17:03.669705+00:00,painting_robot_002,25.7,0.7,29.5,78.8,1.8,2.0,933.0,69.8,0.76,4.2,168.7,146.1,12.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:17:23.355686+00:00,painting_robot_002,11.0,0.5,138.2,5.2,3.7,0.8,846.1,49.6,0.08,2.7,61.2,25.9,4.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:17:42.813666+00:00,painting_robot_002,15.0,3.8,78.8,81.0,0.1,0.5,417.6,24.4,0.64,2.2,94.1,163.2,71.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:18:02.631592+00:00,painting_robot_002,49.0,1.2,9.9,12.1,1.1,1.8,1424.8,36.8,0.55,2.0,118.4,80.5,50.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:18:22.999100+00:00,painting_robot_002,23.6,0.5,130.5,15.9,0.8,0.9,2213.6,29.8,0.56,3.0,175.1,72.2,122.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:18:42.658698+00:00,painting_robot_002,29.2,3.2,119.4,21.8,4.3,0.2,1955.1,90.9,0.54,3.1,177.9,7.2,130.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:19:02.651047+00:00,painting_robot_002,11.4,0.1,81.9,31.2,4.1,0.2,2444.4,88.0,0.93,4.7,24.9,68.2,177.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:19:23.627372+00:00,painting_robot_002,44.2,2.7,46.6,24.6,1.2,0.6,1030.9,23.1,0.74,0.4,140.7,97.4,6.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:19:42.771353+00:00,painting_robot_002,44.3,1.7,63.9,34.2,3.6,1.4,2597.9,68.4,0.7,4.9,189.2,140.5,172.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:19:45.201652+00:00,painting_robot_002,4.3,0.9,114.1,77.1,4.9,0.5,2215.5,12.7,0.49,2.5,29.1,116.9,109.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:20:02.890642+00:00,painting_robot_002,48.2,0.1,97.2,36.0,0.0,1.6,2627.6,93.6,0.86,4.3,37.9,165.0,158.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:20:22.696974+00:00,painting_robot_002,6.7,2.9,0.4,30.6,2.3,1.0,2002.2,95.1,0.49,5.0,136.6,80.0,15.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:20:43.205591+00:00,painting_robot_002,48.1,1.0,149.8,71.4,0.2,0.6,2977.2,27.5,0.69,2.6,75.5,30.5,183.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:21:03.062370+00:00,painting_robot_002,42.0,4.7,0.8,43.5,1.1,0.8,1386.1,25.9,0.99,0.2,73.4,12.3,127.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:21:22.631878+00:00,painting_robot_002,44.9,2.8,40.3,23.5,3.3,1.0,923.0,47.1,0.93,0.4,30.7,174.4,38.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:21:42.915764+00:00,painting_robot_002,20.2,0.4,87.4,24.9,4.3,0.8,2310.4,22.2,0.7,1.9,80.3,22.3,76.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:22:02.731035+00:00,painting_robot_002,48.8,0.5,80.8,89.5,4.9,0.2,2517.7,1.4,0.64,3.7,125.7,84.0,105.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:22:22.883227+00:00,painting_robot_002,34.6,1.7,107.5,42.6,1.8,0.6,2495.0,31.6,0.81,1.1,47.1,47.3,3.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:22:43.428843+00:00,painting_robot_002,15.4,4.1,109.8,72.3,1.1,1.2,1581.7,92.4,0.86,0.4,39.4,187.6,134.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:23:02.953663+00:00,painting_robot_002,33.7,4.3,83.5,53.9,3.6,1.8,2856.9,3.4,0.49,4.3,163.3,12.2,137.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:23:23.594149+00:00,painting_robot_002,15.3,1.9,83.3,23.9,3.0,0.8,517.1,53.1,0.69,0.7,95.1,114.6,26.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:23:43.069882+00:00,painting_robot_002,5.2,0.3,131.6,95.5,1.2,1.8,2971.7,85.5,0.19,3.4,42.2,7.3,103.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:24:17.950268+00:00,painting_robot_002,19.5,3.6,68.1,70.0,1.5,1.1,2379.9,83.8,0.62,3.6,165.2,91.1,48.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:24:18.062172+00:00,painting_robot_002,40.2,3.8,86.6,77.5,2.7,1.6,2319.4,6.0,0.48,4.1,138.5,87.5,176.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:24:47.162962+00:00,painting_robot_002,3.5,2.1,7.7,70.1,1.6,1.5,1549.6,61.3,0.72,0.3,149.3,55.0,134.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:24:49.966911+00:00,painting_robot_002,37.1,1.4,32.7,24.2,4.9,0.4,197.7,62.5,0.7,4.2,92.8,82.5,4.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:25:49.603788+00:00,painting_robot_002,9.1,4.1,27.7,20.2,3.4,1.9,1676.0,87.7,0.96,0.6,130.3,22.7,111.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:26:11.005797+00:00,painting_robot_002,35.6,4.3,66.9,79.3,3.4,0.5,1262.1,90.2,0.25,1.1,143.0,187.9,102.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:26:39.696760+00:00,painting_robot_002,33.9,0.5,94.9,67.5,0.3,1.3,2142.7,26.7,0.18,4.0,2.6,4.8,143.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:27:04.058127+00:00,painting_robot_002,1.7,3.5,27.6,94.8,3.0,1.5,1699.7,25.9,0.28,0.0,155.9,99.8,17.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:27:10.689028+00:00,painting_robot_002,21.3,1.1,132.2,14.6,2.1,1.5,1240.7,56.7,0.36,1.2,164.5,156.4,184.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:27:43.937036+00:00,painting_robot_002,40.2,2.6,81.4,21.0,1.8,1.3,1334.0,76.7,0.66,0.5,11.3,75.3,50.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:27:56.605262+00:00,painting_robot_002,22.8,0.7,148.7,23.0,3.5,1.1,1030.0,25.9,0.04,3.6,2.4,45.1,55.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:28:26.067314+00:00,painting_robot_002,28.2,4.2,143.4,88.8,1.0,1.1,432.4,18.1,0.23,0.5,20.1,72.5,138.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:28:47.178924+00:00,painting_robot_002,24.2,1.3,120.1,40.8,3.6,1.6,2060.8,17.6,0.7,4.3,49.5,53.9,112.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:29:06.809470+00:00,painting_robot_002,13.5,1.4,99.5,70.1,4.9,0.5,2548.1,54.9,0.24,4.3,192.8,73.1,191.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:29:28.086579+00:00,painting_robot_002,29.1,0.2,8.8,24.1,4.9,0.2,1032.1,36.9,0.32,1.2,46.0,4.1,56.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:29:38.467793+00:00,painting_robot_002,24.2,5.0,63.2,24.3,2.2,1.9,2319.7,50.2,0.43,4.0,22.5,94.9,142.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:30:05.868741+00:00,painting_robot_002,14.3,4.2,17.3,9.2,3.7,0.8,1684.5,61.6,0.38,0.1,198.0,139.4,118.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:30:25.287707+00:00,painting_robot_002,21.7,3.8,69.7,20.9,1.2,1.4,2419.9,11.3,0.6,4.8,146.1,48.7,195.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:30:45.748984+00:00,painting_robot_002,6.3,1.6,89.4,11.8,0.2,0.4,1934.6,80.8,0.39,3.0,140.0,61.5,190.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:30:59.044408+00:00,painting_robot_002,24.4,2.4,5.7,95.0,4.7,1.2,350.9,4.9,0.53,0.4,6.3,118.1,125.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:31:29.443636+00:00,painting_robot_002,44.7,4.4,30.5,14.4,1.3,0.5,765.4,91.0,0.04,3.3,157.4,143.9,46.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:31:34.495792+00:00,painting_robot_002,9.2,0.1,81.8,27.2,2.4,1.7,1568.8,34.0,0.65,2.6,157.7,48.7,95.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:32:05.554548+00:00,painting_robot_002,5.2,1.7,47.2,35.6,4.6,1.4,776.4,1.2,0.95,4.2,90.3,114.0,137.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:32:18.873214+00:00,painting_robot_002,11.8,3.5,25.4,93.9,2.3,1.1,1374.4,33.8,0.07,0.6,116.3,68.8,48.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:32:41.068244+00:00,painting_robot_002,38.1,4.7,113.8,28.8,2.7,1.4,887.6,37.6,0.7,1.0,144.5,35.7,37.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:33:05.487934+00:00,painting_robot_002,21.4,5.0,144.2,72.3,4.0,0.0,1633.9,77.7,0.41,2.5,162.7,61.2,118.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:33:21.018997+00:00,painting_robot_002,1.2,4.0,143.7,66.1,1.7,1.3,2837.4,96.3,0.35,2.3,77.2,88.2,119.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:33:36.510825+00:00,painting_robot_002,12.9,2.5,47.3,19.8,4.5,1.4,2149.0,91.2,0.47,0.2,84.3,138.2,116.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:34:00.927837+00:00,painting_robot_002,2.6,2.6,50.8,91.8,2.1,0.8,1453.0,16.8,0.03,2.7,54.5,73.2,180.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:34:20.852174+00:00,painting_robot_002,49.2,0.4,59.7,63.0,1.5,0.5,578.3,13.2,0.26,2.3,122.8,148.4,188.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:34:34.168146+00:00,painting_robot_002,33.4,2.4,96.7,10.2,1.7,1.1,1060.7,78.5,0.69,2.9,54.7,104.6,146.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:35:05.169131+00:00,painting_robot_002,36.2,4.2,112.3,96.2,1.7,0.2,1807.2,90.2,0.58,1.2,103.1,99.3,76.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:35:20.689754+00:00,painting_robot_002,50.0,3.3,85.7,41.4,1.0,0.8,2535.7,15.8,0.47,4.5,20.7,170.4,141.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:43:35.074653+00:00,painting_robot_002,10.7,1.4,61.1,73.5,4.3,1.9,810.1,75.1,0.05,0.2,101.8,116.3,10.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:45:38.737785+00:00,painting_robot_002,32.7,3.8,96.9,76.1,0.3,1.8,167.7,61.9,0.56,0.9,85.7,119.0,146.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:46:03.308194+00:00,painting_robot_002,36.1,1.3,65.8,7.3,0.8,1.3,1003.5,96.2,0.4,1.6,108.7,75.0,39.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:46:18.459172+00:00,painting_robot_002,1.2,1.7,107.7,71.7,2.3,1.6,565.3,64.0,0.08,0.5,196.1,79.3,75.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:48:17.494000+00:00,painting_robot_002,39.2,0.8,140.0,62.7,3.0,1.0,854.0,8.3,0.29,1.5,190.7,129.4,141.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:48:33.603832+00:00,painting_robot_002,12.7,0.5,26.0,49.7,4.1,0.7,2057.9,26.1,0.73,0.8,176.7,178.3,176.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:50:43.542993+00:00,painting_robot_002,37.5,0.7,44.6,7.9,0.9,1.3,1078.7,20.8,0.99,3.5,101.8,1.1,169.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:51:03.239946+00:00,painting_robot_002,10.8,2.8,51.1,81.1,3.8,2.0,2255.7,95.6,0.66,3.0,32.3,158.1,40.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:51:43.114566+00:00,painting_robot_002,3.2,3.3,146.7,69.3,1.1,0.5,2323.0,8.6,0.34,3.8,132.4,118.1,125.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:52:02.848262+00:00,painting_robot_002,23.3,1.5,113.3,19.8,3.4,0.0,133.9,49.0,0.34,3.8,15.2,118.7,179.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:52:43.181604+00:00,painting_robot_002,46.3,1.8,18.2,88.1,3.3,1.1,2587.2,54.2,0.26,0.1,179.1,177.1,66.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:53:03.030962+00:00,painting_robot_002,20.2,2.0,144.5,66.0,1.3,1.3,2674.4,62.5,0.46,4.2,132.3,1.7,69.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:53:17.282432+00:00,painting_robot_002,18.7,4.3,113.7,34.2,0.8,1.8,975.8,72.5,0.33,4.7,106.6,179.5,109.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:53:18.757349+00:00,painting_robot_002,33.3,2.1,61.5,27.7,3.1,0.4,2128.6,88.7,0.83,1.9,141.4,21.7,48.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:53:42.979438+00:00,painting_robot_002,40.5,0.6,79.4,34.1,3.9,1.7,2079.0,37.5,0.37,1.1,49.3,116.1,35.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:54:03.294690+00:00,painting_robot_002,37.1,2.3,0.7,94.6,1.5,1.1,113.6,42.9,0.18,0.9,159.0,157.5,29.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:54:22.822126+00:00,painting_robot_002,15.0,0.9,78.9,75.8,1.4,0.5,2032.8,54.8,0.57,1.9,188.0,56.9,161.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:54:42.998840+00:00,painting_robot_002,35.4,3.9,126.3,70.4,2.6,0.5,1132.6,58.9,0.85,3.2,105.3,2.6,188.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:55:03.166681+00:00,painting_robot_002,26.5,3.7,52.7,55.0,1.7,0.7,2256.6,88.8,0.36,0.3,42.5,17.4,172.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:55:43.013509+00:00,painting_robot_002,2.6,0.2,55.8,1.3,1.5,1.0,642.3,90.2,0.38,1.5,141.7,76.3,199.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:56:03.406532+00:00,painting_robot_002,8.0,0.2,69.7,43.1,4.1,0.8,621.2,41.2,0.28,3.0,121.6,157.5,140.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:56:22.694064+00:00,painting_robot_002,20.3,4.3,3.5,24.7,4.1,1.3,0.6,41.4,0.31,4.6,18.9,154.9,43.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:56:43.474923+00:00,painting_robot_002,39.3,4.9,90.3,48.5,1.8,1.4,669.9,96.4,0.71,2.6,177.7,189.4,192.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:57:03.421369+00:00,painting_robot_002,47.1,1.6,78.8,61.1,4.4,1.5,2408.7,30.1,0.32,1.7,168.9,59.6,94.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:57:23.452234+00:00,painting_robot_002,26.4,1.4,22.4,50.3,4.6,1.2,555.0,86.1,0.08,1.2,112.3,115.2,194.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:57:43.158597+00:00,painting_robot_002,49.5,5.0,109.2,50.8,4.3,1.9,307.3,29.7,0.11,3.6,27.4,126.7,191.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:58:23.112063+00:00,painting_robot_002,25.9,1.3,23.7,3.7,3.1,1.0,2800.1,26.7,0.16,2.2,110.1,33.1,92.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:58:42.866123+00:00,painting_robot_002,0.6,4.5,95.7,27.6,3.1,1.6,1857.1,70.1,0.72,1.1,56.5,11.2,135.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:59:03.614694+00:00,painting_robot_002,27.9,2.4,91.5,59.8,5.0,1.6,341.2,48.6,0.83,3.9,53.3,43.6,76.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:59:23.205692+00:00,painting_robot_002,34.6,3.1,117.1,1.8,2.2,0.0,883.6,32.8,0.27,2.6,42.3,125.4,86.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 10:59:43.261924+00:00,painting_robot_002,46.7,4.6,94.5,68.9,2.1,0.7,2148.1,27.6,0.51,2.2,50.1,9.9,157.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:00:03.172174+00:00,painting_robot_002,28.0,1.9,29.8,63.4,4.5,1.2,2077.4,11.1,0.77,0.5,115.5,67.2,165.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:00:23.289714+00:00,painting_robot_002,38.1,1.1,22.5,88.5,4.1,1.4,457.8,9.2,0.29,4.2,35.1,34.8,37.4
