Machine,Type,Machine ID,Timestamp,machine_id,temperature,vibration_level,power_consumption,spindle_speed,tool_wear_level,cut_depth,feed_rate,coolant_flow_rate,material_hardness,chip_load
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:53:21.676264+00:00,cnc_milling_004,95.7,0.37,2.1,12856.3,92.5,7.2,172.0,1.54,25.7,0.78
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:53:42.083463+00:00,cnc_milling_004,0.5,0.74,7.5,9036.0,99.3,8.9,359.8,0.64,4.7,0.71
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:54:01.784953+00:00,cnc_milling_004,37.0,0.25,0.8,3425.3,65.5,3.2,319.0,1.2,261.5,0.65
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:54:21.677723+00:00,cnc_milling_004,27.1,0.24,10.8,7462.0,10.7,1.3,7.8,0.17,106.5,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:54:41.635831+00:00,cnc_milling_004,37.7,0.13,0.3,1081.4,55.6,5.9,462.8,0.42,16.7,0.82
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:55:01.697339+00:00,cnc_milling_004,14.2,0.59,8.7,5618.1,40.0,7.5,3.8,1.56,168.1,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:55:22.314750+00:00,cnc_milling_004,72.0,0.39,15.4,7413.7,66.8,4.3,222.5,1.27,213.0,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:55:41.674742+00:00,cnc_milling_004,60.6,0.71,0.6,13821.8,54.3,7.3,385.3,0.6,82.0,0.53
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:56:01.910434+00:00,cnc_milling_004,69.9,0.14,3.7,10266.3,89.9,4.6,115.8,0.28,110.5,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:56:21.745524+00:00,cnc_milling_004,99.3,0.57,17.0,3849.8,97.2,8.9,202.2,0.55,218.3,0.07
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:56:31.870445+00:00,cnc_milling_004,77.0,0.22,18.0,6409.7,0.1,3.5,336.6,1.17,152.1,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:56:41.572752+00:00,cnc_milling_004,53.2,0.39,2.1,12144.4,76.8,1.1,254.4,0.54,203.6,0.21
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:57:01.798160+00:00,cnc_milling_004,75.5,0.39,13.0,13297.4,49.9,4.2,494.0,1.62,74.7,0.01
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:57:21.889617+00:00,cnc_milling_004,64.7,0.95,11.9,6743.8,68.5,9.2,30.2,1.27,126.1,0.33
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:57:41.987611+00:00,cnc_milling_004,81.1,0.44,5.0,5053.4,89.6,7.6,453.4,1.67,132.2,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:58:01.828571+00:00,cnc_milling_004,46.4,0.59,5.1,1345.2,97.4,0.0,352.4,0.24,172.8,0.09
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:58:21.975546+00:00,cnc_milling_004,37.9,0.68,12.1,14933.5,52.4,0.9,81.2,0.11,257.6,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:58:42.136987+00:00,cnc_milling_004,12.4,0.29,7.5,12921.3,46.7,1.8,490.1,0.53,253.1,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:59:01.839001+00:00,cnc_milling_004,0.3,0.04,17.0,10286.4,25.1,4.3,289.1,1.9,201.9,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:59:22.114694+00:00,cnc_milling_004,26.1,0.54,7.0,14943.9,75.8,4.7,223.3,1.99,260.5,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 09:59:41.967864+00:00,cnc_milling_004,14.4,0.54,1.6,2748.6,75.7,9.0,12.9,0.36,33.3,1.0
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:00:02.330339+00:00,cnc_milling_004,63.7,0.23,6.5,14061.7,24.5,1.4,221.3,1.19,211.3,0.72
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:00:22.310366+00:00,cnc_milling_004,66.9,0.92,7.5,6065.1,31.8,4.5,415.4,1.03,116.8,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:01:02.204761+00:00,cnc_milling_004,24.2,0.37,8.5,11693.4,52.8,8.2,459.6,1.13,196.9,0.46
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:01:22.331805+00:00,cnc_milling_004,74.5,0.71,18.7,365.0,8.8,10.0,60.6,1.15,127.6,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:01:41.610061+00:00,cnc_milling_004,60.0,0.25,16.6,13675.2,55.2,6.3,305.9,1.84,16.2,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:02:02.081630+00:00,cnc_milling_004,92.9,0.56,19.3,6236.4,6.2,2.0,175.6,0.81,126.0,0.03
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:02:22.311777+00:00,cnc_milling_004,77.3,0.26,6.6,9985.4,35.6,8.3,450.2,0.58,87.9,0.78
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:02:41.796715+00:00,cnc_milling_004,40.9,0.87,11.0,12299.6,55.2,9.8,101.1,1.01,191.3,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:03:01.748189+00:00,cnc_milling_004,43.1,0.63,12.2,2023.9,33.7,2.4,291.2,1.75,52.5,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:03:21.940783+00:00,cnc_milling_004,5.3,0.99,18.1,10111.3,67.1,3.5,104.5,0.44,179.0,0.97
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:03:41.875292+00:00,cnc_milling_004,33.1,0.95,18.7,4659.9,97.2,7.2,207.2,0.55,295.8,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:04:01.734604+00:00,cnc_milling_004,73.0,0.78,7.9,7125.3,89.6,4.2,28.5,1.38,258.1,0.43
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:04:21.804425+00:00,cnc_milling_004,32.1,0.44,16.5,10833.2,21.4,9.0,402.8,1.35,274.8,0.82
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:04:42.383517+00:00,cnc_milling_004,99.0,0.61,3.7,10732.1,91.1,7.3,242.0,1.81,165.4,0.06
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:05:02.411535+00:00,cnc_milling_004,2.0,0.3,19.0,4866.9,15.2,2.2,453.2,0.24,230.7,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:05:22.012407+00:00,cnc_milling_004,61.9,0.99,11.2,6538.9,34.0,8.8,382.6,1.84,117.8,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:05:42.276738+00:00,cnc_milling_004,26.3,0.31,11.8,10597.8,24.3,2.4,436.5,1.99,9.2,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:12:41.981034+00:00,cnc_milling_004,74.8,0.72,6.7,5172.7,92.9,6.0,424.1,0.59,270.4,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:13:01.751700+00:00,cnc_milling_004,55.8,0.26,12.1,2680.8,79.4,0.9,97.0,1.67,289.3,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:13:22.062854+00:00,cnc_milling_004,96.5,0.82,17.0,13344.8,41.0,5.1,245.2,1.51,170.2,0.98
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:13:41.841762+00:00,cnc_milling_004,69.0,0.91,4.2,5687.0,49.8,3.7,140.0,0.49,299.1,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:14:01.785738+00:00,cnc_milling_004,50.1,0.49,5.5,13130.4,16.3,0.0,361.5,0.25,51.7,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:14:22.677530+00:00,cnc_milling_004,92.8,0.69,12.4,1944.7,28.9,1.8,106.9,0.54,149.3,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:14:41.986324+00:00,cnc_milling_004,66.8,0.57,11.7,1788.7,63.3,2.5,420.1,0.0,231.9,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:15:02.061226+00:00,cnc_milling_004,11.8,0.26,19.2,11336.9,99.4,5.2,493.5,0.79,167.4,0.95
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:15:21.981785+00:00,cnc_milling_004,35.5,0.31,3.6,8281.9,50.1,3.6,27.0,0.17,238.8,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:15:42.260305+00:00,cnc_milling_004,93.1,0.17,13.1,9750.6,71.4,5.5,266.2,1.55,172.3,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:16:02.128297+00:00,cnc_milling_004,75.9,0.8,19.0,8957.5,77.6,9.9,2.4,1.99,73.7,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:16:21.999194+00:00,cnc_milling_004,22.0,0.71,15.0,10428.2,60.1,1.3,356.8,1.39,184.6,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:16:42.054464+00:00,cnc_milling_004,2.1,0.64,1.6,13420.8,99.2,8.4,131.8,1.33,109.9,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:17:02.005746+00:00,cnc_milling_004,60.8,0.86,0.8,1460.1,29.1,8.3,205.4,0.8,208.6,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:17:22.166002+00:00,cnc_milling_004,52.5,0.3,2.1,13934.7,78.7,2.1,371.2,1.48,94.4,0.97
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:17:42.563735+00:00,cnc_milling_004,58.2,0.31,18.4,1749.3,26.0,1.2,20.5,1.04,275.4,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:17:46.911379+00:00,cnc_milling_004,92.6,0.54,16.2,14231.4,76.7,3.0,309.2,0.47,157.3,0.08
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:18:02.086502+00:00,cnc_milling_004,49.0,0.81,10.1,3307.7,78.6,3.1,222.1,0.52,249.2,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:18:22.678328+00:00,cnc_milling_004,4.8,0.32,7.2,13009.9,38.6,9.1,467.7,1.15,90.9,0.19
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:18:42.254509+00:00,cnc_milling_004,49.5,0.47,11.6,11458.2,28.3,3.4,86.5,0.94,37.6,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:19:01.776105+00:00,cnc_milling_004,20.8,0.83,9.5,10757.8,16.0,7.3,184.1,0.27,257.9,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:19:21.764780+00:00,cnc_milling_004,53.0,0.32,16.7,735.9,76.7,0.0,491.6,0.71,3.8,0.15
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:19:41.867940+00:00,cnc_milling_004,16.2,0.99,10.3,7726.3,50.6,8.1,288.8,0.25,186.4,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:20:22.008061+00:00,cnc_milling_004,91.7,0.1,11.7,13670.6,62.0,6.5,285.0,0.22,238.1,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:20:42.074577+00:00,cnc_milling_004,82.8,0.68,0.0,12228.2,94.1,8.7,123.3,1.6,143.8,0.7
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:21:01.859404+00:00,cnc_milling_004,27.1,0.07,9.2,11717.8,29.4,7.9,332.8,0.34,223.4,0.76
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:21:21.918240+00:00,cnc_milling_004,80.2,0.45,7.6,3359.0,91.6,1.7,234.8,1.82,197.6,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:21:41.878595+00:00,cnc_milling_004,63.9,0.0,18.3,14032.2,32.8,5.3,439.6,1.42,274.0,0.39
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:22:01.961989+00:00,cnc_milling_004,57.6,0.93,7.0,7341.1,34.1,4.3,119.3,1.16,281.9,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:22:22.030063+00:00,cnc_milling_004,40.5,0.69,19.8,12359.4,73.8,7.2,72.5,1.2,235.8,0.26
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:22:42.580840+00:00,cnc_milling_004,32.9,0.92,0.2,7029.3,6.9,9.3,335.5,1.06,187.8,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:23:02.004716+00:00,cnc_milling_004,67.2,0.0,0.5,6437.4,1.9,8.8,370.0,0.94,165.3,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:23:22.070308+00:00,cnc_milling_004,62.6,0.71,4.9,3636.6,85.0,7.9,81.8,0.63,158.4,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:23:42.087510+00:00,cnc_milling_004,21.1,0.42,5.2,8379.7,98.5,3.9,100.3,1.33,96.5,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:24:10.908671+00:00,cnc_milling_004,81.3,0.39,7.7,4113.4,41.9,3.2,201.4,0.34,9.7,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:24:43.671807+00:00,cnc_milling_004,65.9,0.2,3.5,5413.0,11.1,4.5,88.6,0.71,34.8,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:25:46.420585+00:00,cnc_milling_004,62.5,0.14,0.6,4927.1,59.4,4.1,472.8,0.68,174.8,0.91
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:26:06.471412+00:00,cnc_milling_004,86.0,0.57,14.6,12067.2,40.3,4.0,92.9,0.66,93.8,0.95
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:26:36.906610+00:00,cnc_milling_004,89.6,0.88,9.3,3508.5,1.5,8.8,419.0,1.76,283.2,0.83
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:27:01.860086+00:00,cnc_milling_004,33.2,0.67,0.9,1339.6,23.8,1.2,457.4,0.41,170.6,0.53
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:27:06.544043+00:00,cnc_milling_004,95.1,0.07,13.8,13100.0,26.2,3.6,397.8,1.69,229.1,0.84
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:27:41.800961+00:00,cnc_milling_004,35.5,0.19,15.7,3993.1,96.6,1.3,132.8,0.73,106.6,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:27:51.550180+00:00,cnc_milling_004,65.9,0.58,14.9,14889.8,76.8,0.5,78.5,1.12,175.9,0.19
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:28:22.110585+00:00,cnc_milling_004,24.3,0.68,11.9,6013.6,57.5,1.9,360.9,1.53,159.6,0.37
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:28:43.590897+00:00,cnc_milling_004,19.4,0.27,5.6,6862.0,75.2,4.4,45.4,1.57,254.1,0.91
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:29:02.021726+00:00,cnc_milling_004,87.7,0.34,15.2,2385.6,32.6,0.7,351.9,0.73,126.4,0.65
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:29:21.530371+00:00,cnc_milling_004,75.2,0.85,9.7,5394.1,66.3,6.7,112.1,1.91,288.5,0.16
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:29:31.421182+00:00,cnc_milling_004,3.1,0.89,1.8,11350.5,21.1,1.6,70.1,0.07,119.8,0.92
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:30:01.931339+00:00,cnc_milling_004,75.1,0.0,15.0,14395.2,25.6,7.8,66.9,1.16,296.7,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:30:18.384040+00:00,cnc_milling_004,91.4,0.43,2.7,7482.3,30.1,1.9,22.2,1.58,296.4,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:30:42.016295+00:00,cnc_milling_004,30.2,0.75,11.5,14342.0,6.5,0.6,305.1,1.58,279.3,0.19
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:30:56.592413+00:00,cnc_milling_004,62.9,0.44,5.2,10694.7,88.2,6.1,100.5,0.99,40.0,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:31:21.881955+00:00,cnc_milling_004,92.1,0.62,2.9,2349.8,19.1,7.9,184.6,1.77,202.0,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:31:31.767709+00:00,cnc_milling_004,87.7,0.61,6.5,14760.2,42.2,6.0,238.8,1.96,200.0,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:32:02.107489+00:00,cnc_milling_004,78.1,0.9,12.2,7398.8,11.3,5.9,214.4,1.68,179.0,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:32:16.766725+00:00,cnc_milling_004,13.7,0.82,9.9,4694.7,36.8,3.9,303.6,1.07,46.4,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:32:37.264922+00:00,cnc_milling_004,3.3,0.2,15.8,1176.6,59.6,7.5,485.7,0.88,297.8,0.94
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:33:01.983952+00:00,cnc_milling_004,16.0,0.65,19.2,6744.7,41.1,4.2,326.8,1.9,142.2,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:33:17.437650+00:00,cnc_milling_004,46.4,0.12,17.6,12415.0,2.2,5.7,80.4,1.53,293.3,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:33:32.328306+00:00,cnc_milling_004,49.8,0.58,2.3,14866.5,55.8,6.1,354.8,1.65,106.5,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:33:57.217117+00:00,cnc_milling_004,74.0,0.1,2.1,5471.2,24.6,7.5,396.3,1.84,177.8,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:34:17.274975+00:00,cnc_milling_004,44.7,0.97,17.6,7960.4,47.7,2.6,240.0,1.79,185.0,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:34:31.828116+00:00,cnc_milling_004,89.2,0.7,12.1,12322.0,51.7,1.2,471.5,0.88,91.4,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:35:02.708456+00:00,cnc_milling_004,54.9,0.79,7.0,4573.3,45.9,3.5,127.5,0.73,112.7,0.31
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:35:17.199614+00:00,cnc_milling_004,36.3,0.16,1.9,9865.5,23.1,6.3,295.9,1.34,207.4,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:35:37.082342+00:00,cnc_milling_004,69.3,0.93,19.9,13078.3,23.2,9.1,304.6,0.28,179.2,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:36:01.913044+00:00,cnc_milling_004,35.5,0.24,11.7,6183.5,66.0,8.6,177.4,1.31,175.7,0.07
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:36:16.969711+00:00,cnc_milling_004,75.1,0.91,3.2,2521.1,22.4,7.6,173.4,0.14,109.8,0.9
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:38:11.525225+00:00,cnc_milling_004,40.0,0.4,10.0,7673.4,15.5,1.6,44.9,0.95,185.2,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:40:42.028473+00:00,cnc_milling_004,29.5,0.49,19.6,12955.9,45.1,5.3,70.5,1.09,63.8,0.31
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:41:01.704239+00:00,cnc_milling_004,78.0,0.51,14.8,8690.6,38.2,3.1,96.1,0.91,197.5,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:41:21.200667+00:00,cnc_milling_004,75.0,0.08,19.5,13294.6,75.2,6.7,343.1,0.69,53.1,0.31
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:41:41.730039+00:00,cnc_milling_004,21.3,0.16,17.5,12673.3,65.8,5.4,218.5,1.58,193.8,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:42:01.371482+00:00,cnc_milling_004,80.6,0.38,5.8,8307.6,0.9,5.3,362.1,1.18,81.8,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:42:41.989633+00:00,cnc_milling_004,21.1,0.53,0.5,12979.8,77.7,4.1,206.1,1.77,283.1,0.17
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:43:01.674685+00:00,cnc_milling_004,18.8,0.33,1.3,1022.2,13.0,1.5,417.4,0.27,104.6,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:43:21.950173+00:00,cnc_milling_004,70.5,0.1,17.3,8786.6,90.4,4.0,162.0,1.52,54.0,0.91
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:43:41.706184+00:00,cnc_milling_004,46.7,0.77,0.1,1901.0,81.0,0.9,335.3,1.0,47.7,0.09
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:44:02.342129+00:00,cnc_milling_004,18.4,0.93,12.4,8761.8,58.8,0.8,231.3,1.32,27.7,0.9
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:44:21.681489+00:00,cnc_milling_004,49.5,0.86,13.9,764.8,58.0,7.6,293.0,1.04,200.7,0.34
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:44:41.891651+00:00,cnc_milling_004,29.8,0.34,17.7,11630.8,11.0,4.5,330.5,1.88,4.2,0.8
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:45:02.063846+00:00,cnc_milling_004,40.9,0.91,4.5,8086.3,25.7,7.5,436.2,1.51,17.3,0.19
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:45:21.888928+00:00,cnc_milling_004,98.4,0.67,10.2,875.3,97.0,1.6,133.9,1.73,93.4,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:45:41.552876+00:00,cnc_milling_004,33.3,0.09,9.6,4534.1,6.3,4.6,427.3,0.34,172.8,0.33
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:46:02.340228+00:00,cnc_milling_004,94.3,0.61,15.6,8725.7,35.8,2.9,195.5,0.42,28.7,0.03
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:46:21.413781+00:00,cnc_milling_004,44.8,0.03,13.5,2886.1,42.5,5.7,12.1,0.34,103.4,0.21
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:46:42.352388+00:00,cnc_milling_004,78.7,0.31,8.4,6153.2,66.4,7.8,353.1,1.76,11.6,0.16
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:47:01.784339+00:00,cnc_milling_004,52.6,0.64,3.6,13070.8,35.0,0.9,126.5,0.16,111.9,0.27
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:47:22.094744+00:00,cnc_milling_004,11.0,0.92,18.1,14953.8,55.6,8.9,263.8,0.73,180.5,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:47:41.777512+00:00,cnc_milling_004,92.5,0.42,8.4,11767.3,14.3,7.2,427.2,0.15,74.1,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:48:02.272155+00:00,cnc_milling_004,73.3,0.71,19.6,6840.5,7.6,8.2,59.9,0.86,163.0,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:48:21.863902+00:00,cnc_milling_004,79.3,0.02,13.1,8546.2,89.7,5.5,127.4,0.08,149.7,0.47
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:48:41.958968+00:00,cnc_milling_004,36.7,0.7,13.2,10386.9,39.9,2.4,94.8,0.87,225.1,0.63
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:49:02.352943+00:00,cnc_milling_004,43.5,0.28,7.0,5643.6,10.1,5.6,391.8,0.89,174.5,0.35
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:49:21.889455+00:00,cnc_milling_004,11.6,0.74,5.1,3233.8,90.0,5.6,63.2,0.96,270.7,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:49:42.318560+00:00,cnc_milling_004,67.7,0.08,15.9,989.5,0.3,3.2,467.1,1.03,134.2,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:50:02.175167+00:00,cnc_milling_004,95.0,0.77,17.0,3589.5,0.3,1.4,227.8,1.3,201.4,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:50:41.910529+00:00,cnc_milling_004,13.5,0.96,12.7,5739.1,12.9,2.4,478.8,1.54,194.6,0.46
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:51:02.255409+00:00,cnc_milling_004,87.7,0.5,18.9,10436.4,55.2,1.7,69.4,1.88,68.2,0.72
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:51:21.946845+00:00,cnc_milling_004,71.8,0.21,6.0,101.7,21.4,1.6,201.4,0.48,137.6,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:51:43.720664+00:00,cnc_milling_004,60.4,0.76,5.7,1181.9,53.7,2.0,175.0,0.87,135.0,0.17
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:52:02.545883+00:00,cnc_milling_004,69.0,0.44,14.0,1413.3,36.1,5.7,371.9,0.97,280.3,0.53
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:52:22.450361+00:00,cnc_milling_004,45.1,0.5,11.0,2964.2,96.5,9.1,186.0,1.72,287.0,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:52:42.204085+00:00,cnc_milling_004,7.1,0.72,19.7,10000.6,46.7,8.7,440.0,0.52,181.4,0.91
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:53:02.640059+00:00,cnc_milling_004,77.8,0.95,12.8,13666.1,55.9,7.2,243.9,0.08,97.7,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:53:41.753883+00:00,cnc_milling_004,57.2,0.77,14.1,3002.2,7.7,0.5,277.6,0.73,87.9,0.77
